Áfríkà	África
4468 Pogrebetskij	4468 Pogrebetskij
4469 Utting	4469 Utting
447 Valentine	447 Valentine
4470 Sergeev-Censkij	4470 Sergeev-Censkij
4471 Graculus	4471 Graculus
4472 Navashin	4472 Navashin
4473 Sears	4473 Sears
4474 Proust	4474 Proust
4475 Voitkevich	4475 Voitkevich
4476 Bernstein	4476 Bernstein
4479 Charlieparker	4479 Charlieparker
4480 Nikitibotania	4480 Nikitibotania
448 Natalie	448 Natalie
4481 Herbelin	4481 Herbelin
4482 Frèrebasile	4482 Frerebasile
4483 Petöfi	4483 Petofi
4484 Sif	4484 Sif
4485 Radonezhskij	4485 Radonezhskij
4488 Tokitada	4488 Tokitada
4490 Bambery	4490 Bambery
4491 Otaru	4491 Otaru
4492 Debussy	4492 Debussy
4494 Marimo	4494 Marimo
4496 Kamimachi	4496 Kamimachi
4497 Taguchi	4497 Taguchi
4498 Shinkoyama	4498 Shinkoyama
4499 Davidallen	4499 Davidallen
450 Brigitta	450 Brigitta
45 Eugenia	45 Eugenia
4506 Hendrie	4506 Hendrie
4509 Gorbatskij	4509 Gorbatskij
4511 Rembrandt	4511 Rembrandt
451 Patientia	451 Patientia
4514 Vilen	4514 Vilen
4513 Louvre	4513 Louvre
François Arago	François Arago
4515 Khrennikov	4515 Khrennikov
4516 Pugovkin	4516 Pugovkin
4518 Raikin	4518 Raikin
4519 Voronezh	4519 Voronezh
4520 Dovzhenko	4520 Dovzhenko
4521 Akimov	4521 Akimov
4527 Schoenberg	4527 Schoenberg
4528 Berg	4528 Berg
4529 Webern	4529 Webern
4532 Copland	4532 Copland
4534 Rimskij-Korsakov	4534 Rimskij-Korsakov
4537 Valgrirasp	4537 Valgrirasp
4541 Mizuno	4541 Mizuno
4546 Franck	4546 Franck
4548 Wielen	4548 Wielen
4549 Burkhardt	4549 Burkhardt
4556 Gumilyov	4556 Gumilyov
4559 Strauss	4559 Strauss
4560 Klyuchevskij	4560 Klyuchevskij
4561 Lemeshev	4561 Lemeshev
4562 Poleungkuk	4562 Poleungkuk
4566 Chaokuangpiu	4566 Chaokuangpiu
4569 Baerbel	4569 Baerbel
4575 Broman	4575 Broman
4577 Chikako	4577 Chikako
4579 Puccini	4579 Puccini
4586 Gunvor	4586 Gunvor
4588 Wislicenus	4588 Wislicenus
4609 Pizarro	4609 Pizarro
Léopold Sédar Senghor	Léopold Sédar Senghor
462 Eriphyla	462 Eriphyla
463 Lola	463 Lola
4646 Kwee	4646 Kwee
4649 Sumoto	4649 Sumoto
4651 Wongkwancheng	4651 Wongkwancheng
46610 Besixdouze	46610 Besixdouze
467 Laura	467 Laura
469 Argentina	469 Argentina
47 Aglaja	47 Aglaja
470 Kilia	470 Kilia
4714 Toyohiro	4714 Toyohiro
471 Papagena	471 Papagena
4716 Urey	4716 Urey
472 Roma	472 Roma
4730 Xingmingzhou	4730 Xingmingzhou
473 Nolli	473 Nolli
4743 Kikuchi	4743 Kikuchi
474 Prudentia	474 Prudentia
4746 Doi	4746 Doi
4752 Myron	4752 Myron
475 Ocllo	475 Ocllo
4753 Phidias	4753 Phidias
4757 Liselotte	4757 Liselotte
476 Hedwig	476 Hedwig
4768 Hartley	4768 Hartley
477 Italia	477 Italia
4771 Hayashi	4771 Hayashi
478 Tergeste	478 Tergeste
479 Caprera	479 Caprera
4790 Petrpravec	4790 Petrpravec
4797 Ako	4797 Ako
4798 Mercator	4798 Mercator
4799 Hirasawa	4799 Hirasawa
480 Hansa	480 Hansa
48 Doris	48 Doris
4801 Ohře	4801 Ohre
4802 Khatchaturian	4802 Khatchaturian
Anschluss	Anschluss
4803 Birkle	4803 Birkle
4804 Pasteur	4804 Pasteur
Carlos Fuentes	Carlos Fuentes
4807 Noboru	4807 Noboru
4808 Ballaero	4808 Ballaero
4809 Robertball	4809 Robertball
4814 Casacci	4814 Casacci
481 Emita	481 Emita
4818 Elgar	4818 Elgar
482 Petrina	482 Petrina
483 Seppina	483 Seppina
4837 Bickerton	4837 Bickerton
4841 Manjiro	4841 Manjiro
484 Pittsburghia	484 Pittsburghia
4842 Atsushi	4842 Atsushi
4843 Mégantic	4843 Megantic
4844 Matsuyama	4844 Matsuyama
4846 Tuthmosis	4846 Tuthmosis
4847 Amenhotep	4847 Amenhotep
4848 Tutenchamun	4848 Tutenchamun
4849 Ardenne	4849 Ardenne
485 Genua	485 Genua
4850 Palestrina	4850 Palestrina
4860 Gubbio	4860 Gubbio
486 Cremona	486 Cremona
487 Venetia	487 Venetia
4876 Strabo	4876 Strabo
4877 Humboldt	4877 Humboldt
488 Kreusa	488 Kreusa
489 Comacina	489 Comacina
49 Pales	49 Pales
4906 Seneferu	4906 Seneferu
Àsìá ilẹ̀ Sri Lanka	Bandeira do Sri Lanka
Norman Borlaug	Norman Borlaug
4907 Zoser	4907 Zoser
4908 Ward	4908 Ward
4909 Couteau	4909 Couteau
491 Carina	491 Carina
4923 Clarke	4923 Clarke
493 Griseldis	493 Griseldis
494 Virtus	494 Virtus
495 Eulalia	495 Eulalia
4951 Iwamoto	4951 Iwamoto
Hepatitis C	Hepatite C
4960 Mayo	4960 Mayo
4969 Lawrence	4969 Lawrence
497 Iva	497 Iva
4975 Dohmoto	4975 Dohmoto
4977 Rauthgundis	4977 Rauthgundis
4978 Seitz	4978 Seitz
4980 Magomaev	4980 Magomaev
498 Tokio	498 Tokio
4988 Chushuho	4988 Chushuho
499 Venusia	499 Venusia
50 Virginia	50 Virginia
500 Selinur	500 Selinur
5002 Marnix	5002 Marnix
5004 Bruch	5004 Bruch
5006 Teller	5006 Teller
501 Urhixidur	501 Urhixidur
5014 Gorchakov	5014 Gorchakov
502 Sigune	502 Sigune
5020 Asimov	5020 Asimov
Hugo Grotius	Hugo Grócio
5033 Mistral	5033 Mistral
503 Evelyn	503 Evelyn
5035 Swift	5035 Swift
5036 Tuttle	5036 Tuttle
504 Cora	504 Cora
5048 Moriarty	5048 Moriarty
5049 Sherlock	5049 Sherlock
505 Cava	505 Cava
5050 Doctorwatson	5050 Doctorwatson
507 Laodica	507 Laodica
5073 Junttura	5073 Junttura
508 Princetonia	508 Princetonia
509 Iolanda	509 Iolanda
510 Mabella	510 Mabella
5117 Mokotoyama	5117 Mokotoyama
511 Davida	511 Davida
5121 Numazawa	5121 Numazawa
512 Taurinensis	512 Taurinensis
513 Centesima	513 Centesima
5142 Okutama	5142 Okutama
514 Armida	514 Armida
5154 Leonov	5154 Leonov
5158 Ogarev	5158 Ogarev
516 Amherstia	516 Amherstia
517 Edith	517 Edith
51823 Rickhusband	51823 Rickhusband
518 Halawe	518 Halawe
51826 Kalpanachawla	51826 Kalpanachawla
51828 Ilanramon	51828 Ilanramon
51829 Williemccool	51829 Williemccool
5188 Paine	5188 Paine
519 Sylvania	519 Sylvania
52 Europa	52 Europa
520 Franziska	520 Franziska
Iskander Mirza	Iskander Mirza
5214 Oozora	5214 Oozora
521 Brixia	521 Brixia
5224 Abbe	5224 Abbe
522 Helga	522 Helga
523 Ada	523 Ada
5231 Verne	5231 Verne
524 Fidelio	524 Fidelio
5255 Johnsophie	5255 Johnsophie
5256 Farquhar	5256 Farquhar
527 Euryanthe	527 Euryanthe
528 Rezia	528 Rezia
National Basketball Association	National Basketball Association
529 Preziosa	529 Preziosa
53 Kalypso	53 Kalypso
530 Turandot	530 Turandot
532 Herculina	532 Herculina
533 Sara	533 Sara
534 Nassovia	534 Nassovia
535 Montague	535 Montague
536 Merapi	536 Merapi
5369 Virgiugum	5369 Virgiugum
537 Pauly	537 Pauly
5374 Hokutosei	5374 Hokutosei
5379 Abehiroshi	5379 Abehiroshi
538 Friederike	538 Friederike
539 Pamina	539 Pamina
54 Alexandra	54 Alexandra
541 Deborah	541 Deborah
542 Susanna	542 Susanna
Charles Brenton Huggins	Charles Huggins
543 Charlotte	543 Charlotte
Archibald Hill	Archibald Vivian Hill
Stanley B. Prusiner	Stanley Prusiner
544 Jetta	544 Jetta
Gnassingbé Eyadéma	Gnassingbé Eyadéma
545 Messalina	545 Messalina
Costas Simitis	Kostas Simitis
Páúlù ilẹ̀ Gríìsì	Paulo da Grécia
5454 Kojiki	5454 Kojiki
Heinrich Brüning	Heinrich Brüning
546 Herodias	546 Herodias
Sékou Touré	Ahmed Sékou Touré
547 Praxedis	547 Praxedis
Jean-Michel Basquiat	Jean-Michel Basquiat
5473 Yamanashi	5473 Yamanashi
Toni Braxton	Toni Braxton
Léon Jouhaux	Léon Jouhaux
5484 Inoda	5484 Inoda
Hans Luther	Hans Luther
548 Kressida	548 Kressida
549 Jessonda	549 Jessonda
550 Senta	550 Senta
5513 Yukio	5513 Yukio
551 Ortrud	551 Ortrud
5520 Natori	5520 Natori
Ángel de Saavedra, 3rd Duke of Rivas	Ángel de Saavedra
552 Sigelinde	552 Sigelinde
5526 Kenzo	5526 Kenzo
5533 Bagrov	5533 Bagrov
554 Peraga	554 Peraga
5552 Studnička	5552 Studnicka
César Milstein	César Milstein
Eric Kandel	Eric Kandel
556 Phyllis	556 Phyllis
55733 Lepsius	55733 Lepsius
557 Violetta	557 Violetta
55735 Magdeburg	55735 Magdeburg
558 Carmen	558 Carmen
559 Nanon	559 Nanon
5591 Koyo	5591 Koyo
56 Melete	56 Melete
560 Delila	560 Delila
5609 Stroncone	5609 Stroncone
5619 Shair	5619 Shair
562 Salome	562 Salome
563 Suleika	563 Suleika
5632 Ingelehmann	5632 Ingelehmann
564 Dudu	564 Dudu
565 Marbachia	565 Marbachia
5654 Terni	5654 Terni
5656 Oldfield	5656 Oldfield
566 Stereoskopia	566 Stereoskopia
567 Eleutheria	567 Eleutheria
5678 DuBridge	5678 DuBridge
568 Cheruskia	568 Cheruskia
569 Misa	569 Misa
570 Kythera	570 Kythera
57 Mnemosyne	57 Mnemosyne
5702 Morando	5702 Morando
571 Dulcinea	571 Dulcinea
572 Rebekka	572 Rebekka
573 Recha	573 Recha
5744 Yorimasa	5744 Yorimasa
574 Reginhild	574 Reginhild
5757 Tichá	5757 Ticha
575 Renate	575 Renate
576 Emanuela	576 Emanuela
577 Rhea	577 Rhea
578 Happelia	578 Happelia
579 Sidonia	579 Sidonia
58 Concordia	58 Concordia
580 Selene	580 Selene
582 Olympia	582 Olympia
583 Klotilde	583 Klotilde
584 Semiramis	584 Semiramis
585 Bilkis	585 Bilkis
Lichtenstein Castle	Castelo de Lichtenstein
586 Thekla	586 Thekla
587 Hypsipyle	587 Hypsipyle
Chris Brown	Chris Brown (cantor)
5889 Mickiewicz	5889 Mickiewicz
589 Croatia	589 Croatia
5893 Coltrane	5893 Coltrane
590 Tomyris	590 Tomyris
59 Elpis	59 Elpis
5900 Jensen	5900 Jensen
591 Irmgard	591 Irmgard
592 Bathseba	592 Bathseba
5926 Schönfeld	5926 Schonfeld
593 Titania	593 Titania
594 Mireille	594 Mireille
595 Polyxena	595 Polyxena
596 Scheila	596 Scheila
597 Bandusia	597 Bandusia
Igor Tamm	Igor Tamm
598 Octavia	598 Octavia
599 Luisa	599 Luisa
Masatoshi Koshiba	Masatoshi Koshiba
Hideki Yukawa	Hideki Yukawa
2781 Kleczek	2781 Kleczek
Louis Néel	Louis Eugène Félix Néel
6000 United Nations	6000 United Nations
Dennis Gabor	Dennis Gabor
6001 Thales	6001 Thales
6006 Anaximandros	6006 Anaximandros
Eugene Wigner	Eugene Paul Wigner
601 Nerthus	601 Nerthus
Hans Bethe	Hans Bethe
602 Marianna	602 Marianna
6025 Naotosato	6025 Naotosato
6031 Ryokan	6031 Ryokan
603 Timandra	603 Timandra
6036 Weinberg	6036 Weinberg
604 Tekmessa	604 Tekmessa
605 Juvisia	605 Juvisia
6051 Anaximenes	6051 Anaximenes
Juscelino Kubitschek de Oliveira	Juscelino Kubitschek
6060 Doudleby	6060 Doudleby
606 Brangäne	606 Brangane
6064 Holašovice	6064 Holasovice
6068 Brandenburg	6068 Brandenburg
607 Jenny	607 Jenny
6075 Zajtsev	6075 Zajtsev
6077 Messner	6077 Messner
Chinua Achebe	Chinua Achebe
608 Adolfine	608 Adolfine
609 Fulvia	609 Fulvia
610 Valeska	610 Valeska
61 Danaë	61 Danaë
6107 Osterbrock	6107 Osterbrock
611 Valeria	611 Valeria
612 Veronika	612 Veronika
6129 Demokritos	6129 Demokritos
Mirek Topolánek	Mirek Topolánek
613 Ginevra	613 Ginevra
614 Pia	614 Pia
615 Roswitha	615 Roswitha
616 Elly	616 Elly
618 Elfriede	618 Elfriede
6198 Shirakawa	6198 Shirakawa
619 Triberga	619 Triberga
620 Drakonia	620 Drakonia
6208 Wakata	6208 Wakata
STS-122	STS-122
622 Esther	622 Esther
6220 Stepanmakarov	6220 Stepanmakarov
623 Chimaera	623 Chimaera
Pópù Clement 10k	Papa Clemente X
625 Xenia	625 Xenia
833 Monica	833 Monica
Pópù Clement 9k	Papa Clemente IX
626 Notburga	626 Notburga
627 Charis	627 Charis
628 Christine	628 Christine
629 Bernardina	629 Bernardina
Pópù Benedict 13k	Papa Bento XIII
4690 Strasbourg	4690 Strasbourg
631 Philippina	631 Philippina
632 Pyrrha	632 Pyrrha
6320 Bremen	6320 Bremen
6332 Vorarlberg	6332 Vorarlberg
633 Zelima	633 Zelima
6336 Dodo	6336 Dodo
6349 Acapulco	6349 Acapulco
634 Ute	634 Ute
6354 Vangelis	6354 Vangelis
635 Vundtia	635 Vundtia
636 Erika	636 Erika
638 Moira	638 Moira
639 Latona	639 Latona
640 Brambilla	640 Brambilla
64 Angelina	64 Angelina
6401 Roentgen	6401 Roentgen
6417 Liberati	6417 Liberati
641 Agnes	641 Agnes
642 Clara	642 Clara
643 Scheherezade	643 Scheherezade
6439 Tirol	6439 Tirol
644 Cosima	644 Cosima
646 Kastalia	646 Kastalia
648 Pippa	648 Pippa
649 Josefa	649 Josefa
65 Cybele	65 Cybele
6504 Lehmbruck	6504 Lehmbruck
650 Amalasuntha	650 Amalasuntha
6519 Giono	6519 Giono
651 Antikleia	651 Antikleia
6524 Baalke	6524 Baalke
652 Jubilatrix	652 Jubilatrix
6535 Archipenko	6535 Archipenko
654 Zelinda	654 Zelinda
6549 Skryabin	6549 Skryabin
6559 Nomura	6559 Nomura
6572 Carson	6572 Carson
657 Gunlöd	657 Gunlod
658 Asteria	658 Asteria
6596 Bittner	6596 Bittner
Pierre Bourdieu	Pierre Bourdieu
Russell Alan Hulse	Russell Alan Hulse
6615 Plutarchos	6615 Plutarchos
Mẹ̀túsélà	Matusalém
663 Gerlinde	663 Gerlinde
664 Judith	664 Judith
665 Sabine	665 Sabine
6653 Feininger	6653 Feininger
J. B. S. Haldane	J. B. S. Haldane
666 Desdemona	666 Desdemona
667 Denise	667 Denise
Sarvepalli Radhakrishnan	Sarvepalli Radhakrishnan
6681 Prokopovich	6681 Prokopovich
668 Dora	668 Dora
669 Kypria	669 Kypria
670 Ottegebe	670 Ottegebe
671 Carnegia	671 Carnegia
672 Astarte	672 Astarte
Universidade Estadual de Feira de Santana	Universidade Estadual de Feira de Santana
674 Rachele	674 Rachele
677 Aaltje	677 Aaltje
6777 Balakirev	6777 Balakirev
6780 Borodin	6780 Borodin
678 Fredegundis	678 Fredegundis
6798 Couperin	6798 Couperin
679 Pax	679 Pax
680 Genoveva	680 Genoveva
68 Leto	68 Leto
682 Hagar	682 Hagar
681 Gorgo	681 Gorgo
6826 Lavoisier	6826 Lavoisier
6828 Elbsteel	6828 Elbsteel
6836 Paranal	6836 Paranal
683 Lanzia	683 Lanzia
6838 Okuda	6838 Okuda
Hugo Theorell	Axel Hugo Theodor Theorell
Corneille Heymans	Corneille Heymans
684 Hildburg	684 Hildburg
6859 Datemasamune	6859 Datemasamune
William Howard Stein	William Howard Stein
686 Gersuind	686 Gersuind
687 Tinette	687 Tinette
Georgios Papadopoulos	George Papadopoulos
688 Melanie	688 Melanie
6886 Grote	6886 Grote
Pierre Mauroy	Pierre Mauroy
6887 Hasuo	6887 Hasuo
69 Hesperia	69 Hesperia
691 Lehigh	691 Lehigh
6923 Borzacchini	6923 Borzacchini
6928 Lanna	6928 Lanna
693 Zerbinetta	693 Zerbinetta
694 Ekard	694 Ekard
695 Bella	695 Bella
6961 Ashitaka	6961 Ashitaka
697 Galilea	697 Galilea
6977 Jaucourt	6977 Jaucourt
698 Ernestina	698 Ernestina
699 Hela	699 Hela
6996 Alvensleben	6996 Alvensleben
70 Panopaea	70 Panopaea
7000 Curie	7000 Curie
701 Oriola	701 Oriola
702 Alauda	702 Alauda
7030 Colombini	7030 Colombini
703 Noëmi	703 Noemi
7032 Hitchcock	7032 Hitchcock
7037 Davidlean	7037 Davidlean
7043 Godart	7043 Godart
704 Interamnia	704 Interamnia
705 Erminia	705 Erminia
7061 Pieri	7061 Pieri
706 Hirundo	706 Hirundo
70679 Urzidil	70679 Urzidil
707 Steina	707 Steina
708 Raphaela	708 Raphaela
709 Fringilla	709 Fringilla
713 Luscinia	713 Luscinia
714 Ulula	714 Ulula
715 Transvaalia	715 Transvaalia
71556 Page	71556 Page
7167 Laupheim	7167 Laupheim
716 Berkeley	716 Berkeley
717 Wisibada	717 Wisibada
718 Erida	718 Erida
7199 Brianza	7199 Brianza
720 Bohlinia	720 Bohlinia
72 Feronia	72 Feronia
721 Tabora	721 Tabora
722 Frieda	722 Frieda
723 Hammonia	723 Hammonia
7231 Porco	7231 Porco
724 Hapag	724 Hapag
725 Amanda	725 Amanda
7256 Bonhoeffer	7256 Bonhoeffer
726 Joëlla	726 Joella
727 Nipponia	727 Nipponia
729 Watsonia	729 Watsonia
730 Athanasia	730 Athanasia
7300 Yoshisada	7300 Yoshisada
Felipe González	Felipe González
7317 Cabot	7317 Cabot
731 Sorga	731 Sorga
Konstantinos Karamanlis	Konstantínos Georgios Karamanlís
732 Tjilaki	732 Tjilaki
733 Mocia	733 Mocia
734 Benda	734 Benda
735 Marghanna	735 Marghanna
737 Arequipa	737 Arequipa
Getúlio Vargas	Getúlio Vargas
738 Alagasta	738 Alagasta
739 Mandeville	739 Mandeville
7392 Kowalski	7392 Kowalski
74 Galatea	74 Galatea
740 Cantabia	740 Cantabia
741 Botolphia	741 Botolphia
7414 Bosch	7414 Bosch
743 Eugenisis	743 Eugenisis
744 Aguntina	744 Aguntina
745 Mauritia	745 Mauritia
746 Marlu	746 Marlu
7470 Jabberwock	7470 Jabberwock
748 Simeïsa	748 Simeisa
7491 Linzerag	7491 Linzerag
749 Malzovia	749 Malzovia
75 Eurydike	75 Eurydike
750 Oskar	750 Oskar
Dievs, svētī Latviju!	Dievs, svētī Latviju!
751 Faïna	751 Faina
752 Sulamitis	752 Sulamitis
7536 Fahrenheit	7536 Fahrenheit
753 Tiflis	753 Tiflis
7537 Solvay	7537 Solvay
754 Malabar	754 Malabar
7553 Buie	7553 Buie
756 Lilliana	756 Lilliana
7571 Weisse Rose	7571 Weisse Rose
757 Portlandia	757 Portlandia
7578 Georgböhm	7578 Georgbohm
7583 Rosegger	7583 Rosegger
758 Mancunia	758 Mancunia
7584 Ossietzky	7584 Ossietzky
7587 Weckmann	7587 Weckmann
7599 Munari	7599 Munari
759 Vinifera	759 Vinifera
760 Massinga	760 Massinga
761 Brendelia	761 Brendelia
762 Pulcova	762 Pulcova
7636 Comba	7636 Comba
7638 Gladman	7638 Gladman
764 Gedania	764 Gedania
765 Mattiaca	765 Mattiaca
766 Moguntia	766 Moguntia
768 Struveana	768 Struveana
769 Tatjana	769 Tatjana
770 Bali	770 Bali
77 Frigga	77 Frigga
771 Libera	771 Libera
772 Tanete	772 Tanete
773 Irmintraud	773 Irmintraud
774 Armor	774 Armor
775 Lumière	775 Lumiere
776 Berbericia	776 Berbericia
7769 Okuni	7769 Okuni
777 Gutemberga	777 Gutemberga
778 Theobalda	778 Theobalda
779 Nina	779 Nina
Emperor Taishō	Imperador Taishō
780 Armenia	780 Armenia
781 Kartvelia	781 Kartvelia
782 Montefiore	782 Montefiore
783 Nora	783 Nora
784 Pickeringia	784 Pickeringia
785 Zwetana	785 Zwetana
7866 Sicoli	7866 Sicoli
786 Bredichina	786 Bredichina
7871 Tunder	7871 Tunder
787 Moskva	787 Moskva
7881 Schieferdecker	7881 Schieferdecker
788 Hohensteina	788 Hohensteina
7895 Kaseda	7895 Kaseda
789 Lena	789 Lena
7902 Hanff	7902 Hanff
7903 Albinoni	7903 Albinoni
791 Ani	791 Ani
793 Arizona	793 Arizona
7934 Sinatra	7934 Sinatra
794 Irenaea	794 Irenaea
795 Fini	795 Fini
796 Sarita	796 Sarita
7973 Koppeschaar	7973 Koppeschaar
797 Montana	797 Montana
798 Ruth	798 Ruth
799 Gudula	799 Gudula
8001 Ramsden	8001 Ramsden
8003 Kelvin	8003 Kelvin
801 Helwerthia	801 Helwerthia
8019 Karachkina	8019 Karachkina
803 Picka	803 Picka
804 Hispania	804 Hispania
805 Hormuthia	805 Hormuthia
807 Ceraskia	807 Ceraskia
806 Gyldenia	806 Gyldenia
808 Merxia	808 Merxia
809 Lundia	809 Lundia
8096 Emilezola	8096 Emilezola
William Cavendish-Bentinck, 3rd Duke of Portland	William Cavendish-Bentinck, 3.° Duque de Portland
Ryōji Noyori	Ryōji Noyori
Odd Hassel	Odd Hassel
8106 Carpino	8106 Carpino
811 Nauheima	811 Nauheima
Kary Mullis	Kary Mullis
813 Baumeia	813 Baumeia
814 Tauris	814 Tauris
Robert Aumann	Robert Aumann
Artturi Ilmari Virtanen	Artturi Ilmari Virtanen
815 Coppelia	815 Coppelia
816 Juliana	816 Juliana
Alexander R. Todd, Baron Todd	Alexander Todd
Michael Spence	Michael Spence
Harry Kroto	Harold Kroto
818 Kapteynia	818 Kapteynia
Merton Miller	Merton Howard Miller
819 Barnardiana	819 Barnardiana
John Russell, 1st Earl Russell	John Russell, 1.º Conde Russell
Leonid Hurwicz	Leonid Hurwicz
82 Alkmene	82 Alkmene
820 Adriana	820 Adriana
8208 Volta	8208 Volta
Robert Solow	Robert Solow
821 Fanny	821 Fanny
822 Lalage	822 Lalage
82232 Heuberger	82232 Heuberger
824 Anastasia	824 Anastasia
826 Henrika	826 Henrika
828 Lindemannia	828 Lindemannia
829 Academia	829 Academia
830 Petropolitana	830 Petropolitana
François Guizot	François Guizot
832 Karin	832 Karin
834 Burnhamia	834 Burnhamia
835 Olivia	835 Olivia
836 Jole	836 Jole
837 Schwarzschilda	837 Schwarzschilda
838 Seraphina	838 Seraphina
84 Klio	84 Klio
840 Zenobia	840 Zenobia
Golden State Warriors	Golden State Warriors
843 Nicolaia	843 Nicolaia
844 Leontina	844 Leontina
845 Naëma	845 Naema
847 Agnia	847 Agnia
850 Altona	850 Altona
85 Io	85 Io
852 Wladilena	852 Wladilena
8524 Paoloruffini	8524 Paoloruffini
8525 Nielsabel	8525 Nielsabel
853 Nansenia	853 Nansenia
854 Frostia	854 Frostia
8554 Gabreta	8554 Gabreta
855 Newcombia	855 Newcombia
8556 Jana	8556 Jana
856 Backlunda	856 Backlunda
857 Glasenappia	857 Glasenappia
858 El Djezaïr	858 El Djezair
859 Bouzaréah	859 Bouzareah
86 Semele	86 Semele
860 Ursina	860 Ursina
861 Aïda	861 Aida
862 Franzia	862 Franzia
863 Benkoela	863 Benkoela
865 Zubaida	865 Zubaida
866 Fatme	866 Fatme
867 Kovacia	867 Kovacia
868 Lova	868 Lova
869 Mellena	869 Mellena
870 Manto	870 Manto
871 Amneris	871 Amneris
872 Holda	872 Holda
873 Mechthild	873 Mechthild
874 Rotraut	874 Rotraut
875 Nymphe	875 Nymphe
876 Scott	876 Scott
877 Walküre	877 Walkure
879 Ricarda	879 Ricarda
880 Herba	880 Herba
881 Athene	881 Athene
882 Swetlana	882 Swetlana
8837 London	8837 London
888 Parysatis	888 Parysatis
887 Alinda	887 Alinda
8889 Mockturtle	8889 Mockturtle
8898 Linnaea	8898 Linnaea
889 Erynia	889 Erynia
89 Julia	89 Julia
Mairead Maguire	Mairead Corrigan
890 Waltraut	890 Waltraut
8900 AAVSO	8900 AAVSO
891 Gunhild	891 Gunhild
892 Seeligeria	892 Seeligeria
8925 Boattini	8925 Boattini
893 Leopoldina	893 Leopoldina
894 Erda	894 Erda
Betty Williams	Betty Williams
895 Helio	895 Helio
896 Sphinx	896 Sphinx
Jaroslav Heyrovský	Jaroslav Heyrovský
8977 Paludicola	8977 Paludicola
897 Lysistrata	897 Lysistrata
898 Hildegard	898 Hildegard
899 Jokaste	899 Jokaste
900 Rosalinde	900 Rosalinde
9000 Hal	9000 Hal
9007 James Bond	9007 James Bond
9014 Svyatorichter	9014 Svyatorichter
902 Probitas	902 Probitas
903 Nealley	903 Nealley
904 Rockefellia	904 Rockefellia
9059 Dumas	9059 Dumas
906 Repsolda	906 Repsolda
907 Rhoda	907 Rhoda
9079 Gesner	9079 Gesner
908 Buda	908 Buda
909 Ulla	909 Ulla
9097 Davidschlag	9097 Davidschlag
910 Anneliese	910 Anneliese
9115 Battisti	9115 Battisti
9119 Georgpeuerbach	9119 Georgpeuerbach
912 Maritima	912 Maritima
Thutmose 3k	Tutmés III
Seti 1k	Seti I
Thutmose 1k	Tutmés I
Amenhotep 1k	Amenófis I
9130 Galois	9130 Galois
914 Palisana	914 Palisana
Thutmose 4k	Tutmés IV
916 America	916 America
917 Lyka	917 Lyka
Horemheb	Horemheb
918 Itha	918 Itha
Oj, svijetla majska zoro	Oj, svijetla majska zoro
919 Ilsebill	919 Ilsebill
Smenkhkare	Semencaré
920 Rogeria	920 Rogeria
Twosret	Tausert
921 Jovita	921 Jovita
922 Schlutia	922 Schlutia
9236 Obermair	9236 Obermair
923 Herluga	923 Herluga
Thutmose 2k	Tutmés II
924 Toni	924 Toni
925 Alphonsina	925 Alphonsina
Merneptah	Merneptá
926 Imhilde	926 Imhilde
927 Ratisbona	927 Ratisbona
Amenhotep 2k	Amenófis II
928 Hildrun	928 Hildrun
Siptah	Siptá
W. E. B. Du Bois	W.E.B. Du Bois
Amenmesse	Amenmessés
930 Westphalia	930 Westphalia
931 Whittemora	931 Whittemora
9313 Protea	9313 Protea
932 Hooveria	932 Hooveria
934 Thüringia	934 Thuringia
9357 Venezuela	9357 Venezuela
940 Kordula	940 Kordula
941 Murray	941 Murray
942 Romilda	942 Romilda
943 Begonia	943 Begonia
944 Hidalgo	944 Hidalgo
945 Barcelona	945 Barcelona
9453 Mallorca	9453 Mallorca
947 Monterosa	947 Monterosa
948 Jucunda	948 Jucunda
9491 Thooft	9491 Thooft
949 Hel	949 Hel
9492 Veltman	9492 Veltman
9499 Excalibur	9499 Excalibur
95 Arethusa	95 Arethusa
950 Ahrensa	950 Ahrensa
9505 Lohengrin	9505 Lohengrin
952 Caia	952 Caia
953 Painleva	953 Painleva
955 Alstede	955 Alstede
956 Elisa	956 Elisa
9561 van Eyck	9561 van Eyck
9562 Memling	9562 Memling
957 Camelia	957 Camelia
9588 Quesnay	9588 Quesnay
9592 Clairaut	9592 Clairaut
96 Aegle	96 Aegle
9615 Hemerijckx	9615 Hemerijckx
961 Gunnie	961 Gunnie
9626 Stanley	9626 Stanley
962 Aslög	962 Aslog
964 Subamara	964 Subamara
965 Angelica	965 Angelica
966 Muschi	966 Muschi
968 Petunia	968 Petunia
969 Leocadia	969 Leocadia
970 Primula	970 Primula
973 Aralia	973 Aralia
972 Cohnia	972 Cohnia
974 Lioba	974 Lioba
975 Perseverantia	975 Perseverantia
976 Benjamina	976 Benjamina
977 Philippa	977 Philippa
9780 Bandersnatch	9780 Bandersnatch
978 Aidamina	978 Aidamina
979 Ilsewa	979 Ilsewa
9793 Torvalds	9793 Torvalds
98 Ianthe	98 Ianthe
980 Anacostia	980 Anacostia
982 Franklina	982 Franklina
983 Gunila	983 Gunila
9836 Aarseth	9836 Aarseth
984 Gretia	984 Gretia
985 Rosina	985 Rosina
986 Amelia	986 Amelia
