Aprika	África
2004	2004
Vologda Oblast	Oblast de Vologda
Wikitravel	Wikitravel
2005	2005
Dragon Ball	Dragon Ball
2006	2006
Nunavut	Nunavut
2007	2007
Lungsod ng Verona	Verona
1900	1900
1901	1901
François Mitterrand	François Mitterrand
Livy	Tito Lívio
Charles de Gaulle	Charles de Gaulle
1902	1902
Lungsod ng Florencia	Florença
1903	1903
1904	1904
1905	1905
1907	1907
1906	1906
1908	1908
1909	1909
1992	1992
Yellowknife	Yellowknife
1991	1991
1990	1990
1993	1993
Essen, Alemanya	Essen
1994	1994
1995	1995
1996	1996
Republika ng Komi	República de Komi
1910	1910
1911	1911
1912	1912
1913	1913
Roseto degli Abruzzi	Roseto degli Abruzzi
1914	1914
1915	1915
1916	1916
1997	1997
1998	1998
Nuremberg	Nuremberga
1999	1999
1917	1917
1918	1918
Pagkain	Alimento
Edmonton	Edmonton
Ahas	Serpente
Jacques Chirac	Jacques Chirac
Bilis ng liwanag	Velocidade da luz
Pakikipagtalik sa pamamagitan ng bibig	Sexo oral
Regina, Saskatchewan	Regina (Saskatchewan)
Victoria, British Columbia	Victoria (Colúmbia Britânica)
Winnipeg	Winnipeg
Halifax, Nova Scotia	Halifax
Syktyvkar	Syktyvkar
Cherepovets	Cherepovets
Lungsod ng Québec	Quebec (cidade)
Enero 1	1 de janeiro
Enero 2	2 de janeiro
1920	1920
Enero 3	3 de janeiro
1919	1919
1921	1921
Nenets Autonomous Okrug	Nenétsia
1922	1922
Enero 4	4 de janeiro
1923	1923
1924	1924
Naryan-Mar	Naryan-Mar
Riau	Riau (província)
Sosyalistang Pederatibong Republikang Sobyet ng Rusya	República Socialista Federativa Soviética da Rússia
Georges Pompidou	Georges Pompidou
Meycauayan	Meycauayan
Leningrad Oblast	Oblast de Leningrado
San Jose del Monte	San Jose del Monte
Romulus at Remus	Rômulo e Remo
Planetang unano	Planeta anão
Enero 5	5 de janeiro
Pskov	Pskov
Pskov Oblast	Oblast de Pskov
Enero 6	6 de janeiro
Lalawigan ng Kapuluan ng Riau	Ilhas Riau
Elektron	Elétron
Enero 7	7 de janeiro
Enero 8	8 de janeiro
Veliky Novgorod	Veliky Novgorod
Enero 9	9 de janeiro
Novgorod Oblast	Oblast de Novgorod
Enero 10	10 de janeiro
Nizhny Novgorod Oblast	Oblast de Níjni Novgorod
Enero 11	11 de janeiro
Enero 12	12 de janeiro
Buzz Aldrin	Buzz Aldrin
Scipio Africanus	Cipião Africano
Enero 13	13 de janeiro
Birmingham	Birmingham
Enero 14	14 de janeiro
Enero 15	15 de janeiro
Enero 16	16 de janeiro
Tom Hanks	Tom Hanks
Enero 17	17 de janeiro
Enero 18	18 de janeiro
Enero 19	19 de janeiro
Enero 20	20 de janeiro
Rebolusyong Industriyal	Revolução Industrial
Enero 21	21 de janeiro
Enero 22	22 de janeiro
Enero 23	23 de janeiro
Imperyong Romano	Império Romano
Enero 24	24 de janeiro
Enero 25	25 de janeiro
Minsk	Minsk
Enero 26	26 de janeiro
Microsoft	Microsoft
Enero 27	27 de janeiro
Enero 28	28 de janeiro
Enero 29	29 de janeiro
Enero 30	30 de janeiro
Tver	Tver
Enero 31	31 de janeiro
Tver Oblast	Oblast de Tver
Proton	Próton
Disyembre 2	2 de dezembro
Disyembre 1	1 de dezembro
Disyembre 3	3 de dezembro
Disyembre 7	7 de dezembro
Disyembre 5	5 de dezembro
Disyembre 8	8 de dezembro
Disyembre 10	10 de dezembro
Disyembre 6	6 de dezembro
Disyembre 9	9 de dezembro
Pink Floyd	Pink Floyd
Disyembre 4	4 de dezembro
Pebrero 1	1 de fevereiro
Pebrero 2	2 de fevereiro
Sodium chloride	Cloreto de sódio
Pebrero 3	3 de fevereiro
Kurów	Kurów
Pebrero 4	4 de fevereiro
Pebrero 5	5 de fevereiro
Pebrero 6	6 de fevereiro
Pebrero 7	7 de fevereiro
Pebrero 8	8 de fevereiro
Pebrero 9	9 de fevereiro
Pebrero 10	10 de fevereiro
Kimika	Química
Led Zepellin	Led Zeppelin
Pebrero 14	14 de fevereiro
Pebrero 13	13 de fevereiro
Pebrero 15	15 de fevereiro
Pebrero 11	11 de fevereiro
Pebrero 12	12 de fevereiro
Smolensk	Smolensk
Pebrero 19	19 de fevereiro
Pebrero 17	17 de fevereiro
Pebrero 16	16 de fevereiro
Pebrero 18	18 de fevereiro
Pebrero 20	20 de fevereiro
Mapanuring kimika	Química analítica
Smolensk Oblast	Oblast de Smolensk
Neutron	Nêutron
69 (posisyong pangpagtatalik)	69 (posição sexual)
Pebrero 21	21 de fevereiro
Pebrero 22	22 de fevereiro
Pebrero 23	23 de fevereiro
Pebrero 24	24 de fevereiro
Pebrero 25	25 de fevereiro
Pebrero 26	26 de fevereiro
27	27
Pebrero 27	27 de fevereiro
Pebrero 28	28 de fevereiro
Disyembre 11	11 de dezembro
Pebrero 29	29 de fevereiro
Disyembre 12	12 de dezembro
Disyembre 13	13 de dezembro
Disyembre 14	14 de dezembro
Disyembre 15	15 de dezembro
Marso 2	2 de março
Marso 3	3 de março
Marso 5	5 de março
Marso 1	1 de março
Marso 7	7 de março
Marso 8	8 de março
Marso 4	4 de março
Marso 10	10 de março
Marso 11	11 de março
Marso 6	6 de março
Marso 13	13 de março
Marso 9	9 de março
Marso 12	12 de março
Marso 15	15 de março
Marso 14	14 de março
Disyembre 16	16 de dezembro
Disyembre 17	17 de dezembro
Marso 16	16 de março
Marso 17	17 de março
Marso 18	18 de março
Yaroslavl	Iaroslavl
Marso 19	19 de março
1989	1989
1988	1988
Marso 20	20 de março
1987	1987
1986	1986
1985	1985
1984	1984
Marso 21	21 de março
1983	1983
Marso 22	22 de março
1982	1982
1981	1981
Disyembre 18	18 de dezembro
1980	1980
Marso 23	23 de março
Yaroslavl Oblast	Oblast de Iaroslavl
Mogadiscio	Mogadíscio
Disyembre 19	19 de dezembro
Marso 24	24 de março
Marso 25	25 de março
Disyembre 20	20 de dezembro
Marso 26	26 de março
Marso 27	27 de março
Marso 28	28 de março
Marso 29	29 de março
Marso 30	30 de março
Marso 31	31 de março
Nassau	Nassau (Bahamas)
Galaksiyang Andromeda	Galáxia de Andrômeda
Sanaa	Saná
1970	1970
1971	1971
1972	1972
1973	1973
1974	1974
1975	1975
1976	1976
1977	1977
1978	1978
1979	1979
1969	1969
Karang ng Tarawa	Tarawa
Digmaan ng Tatlumpung Taon	Guerra dos Trinta Anos
Papa Benedicto XVI	Papa Bento XVI
Abril 15	15 de abril
Abril 13	13 de abril
Abril 12	12 de abril
Abril 14	14 de abril
Abril 11	11 de abril
Abril 10	10 de abril
Abril 8	8 de abril
Abril 9	9 de abril
Abril 7	7 de abril
Abril 6	6 de abril
Abril 5	5 de abril
Abril 4	4 de abril
Abril 3	3 de abril
Abril 1	1 de abril
Abril 2	2 de abril
Teleskopyong Pangkalawakang Hubble	Telescópio espacial Hubble
Abril 16	16 de abril
Abril 17	17 de abril
Abril 18	18 de abril
Abril 19	19 de abril
Abril 20	20 de abril
Abril 21	21 de abril
Abril 22	22 de abril
Abril 23	23 de abril
Abril 24	24 de abril
Gerhard Schröder	Gerhard Schröder
Abril 25	25 de abril
Abril 26	26 de abril
Abril 27	27 de abril
Abril 28	28 de abril
Abril 29	29 de abril
Abril 30	30 de abril
Likas na satelayt	Satélite natural
Joachim Gauck	Joachim Gauck
Pagkatuto ng makina	Aprendizado de máquina
Christian Wulff	Christian Wulff
Horst Köhler	Horst Köhler
Mayo 1	1 de maio
Mayo 2	2 de maio
Mayo 3	3 de maio
Mayo 4	4 de maio
Mayo 5	5 de maio
Mayo 6	6 de maio
Mayo 7	7 de maio
Mayo 8	8 de maio
Mayo 9	9 de maio
Mayo 10	10 de maio
Mayo 11	11 de maio
Mayo 12	12 de maio
Mayo 13	13 de maio
Mayo 14	14 de maio
Mayo 15	15 de maio
Titan (buwan)	Titã (satélite)
Mayo 16	16 de maio
Mayo 17	17 de maio
Mayo 18	18 de maio
Mayo 19	19 de maio
Mayo 20	20 de maio
Mayo 21	21 de maio
Mayo 22	22 de maio
Mayo 23	23 de maio
Mayo 24	24 de maio
Mayo 25	25 de maio
Mayo 26	26 de maio
Mayo 27	27 de maio
Mayo 28	28 de maio
Mayo 29	29 de maio
Mayo 30	30 de maio
Mayo 31	31 de maio
Kostroma	Kostroma
Kostroma Oblast	Oblast de Kostroma
Paul McCartney	Paul McCartney
Disyembre 21	21 de dezembro
Papa Pio XII	Papa Pio XII
Hunyo 14	14 de junho
Hunyo 15	15 de junho
Hunyo 13	13 de junho
Hunyo 10	10 de junho
Hunyo 7	7 de junho
Hunyo 11	11 de junho
Hunyo 9	9 de junho
Hunyo 12	12 de junho
Hunyo 6	6 de junho
Hunyo 8	8 de junho
Hunyo 5	5 de junho
Hunyo 3	3 de junho
Hunyo 2	2 de junho
Hunyo 1	1 de junho
Hunyo 4	4 de junho
Ivanovo	Ivanovo
Ringo Starr	Ringo Starr
Napoli (lungsod)	Nápoles
Disyembre 22	22 de dezembro
10 Hygiea	10 Hígia
George Harrison	George Harrison
1968	1968
1967	1967
1966	1966
1965	1965
1964	1964
Hunyo 16	16 de junho
Ivanovo Oblast	Oblast de Ivanovo
Lungsod ng Palermo	Palermo
Hunyo 30	30 de junho
Hunyo 29	29 de junho
Hunyo 28	28 de junho
Hunyo 26	26 de junho
Hunyo 25	25 de junho
Hunyo 22	22 de junho
Hunyo 27	27 de junho
Hunyo 24	24 de junho
Hunyo 20	20 de junho
Hunyo 23	23 de junho
Hunyo 19	19 de junho
Hunyo 18	18 de junho
Hunyo 21	21 de junho
Hunyo 17	17 de junho
Disyembre 23	23 de dezembro
Wilhelm II, Emperador ng Alemanya	Guilherme II da Alemanha
Bruce Willis	Bruce Willis
Vladimir	Vladimir (cidade)
Arnold Schwarzenegger	Arnold Schwarzenegger
Hulyo 15	15 de julho
Hulyo 13	13 de julho
Hulyo 12	12 de julho
Hulyo 10	10 de julho
Hulyo 9	9 de julho
Hulyo 14	14 de julho
Hulyo 8	8 de julho
Hulyo 7	7 de julho
Hulyo 6	6 de julho
Hulyo 5	5 de julho
Hulyo 2	2 de julho
Hulyo 4	4 de julho
Hulyo 3	3 de julho
Hulyo 1	1 de julho
Hulyo 11	11 de julho
Vladimir Oblast	Oblast de Vladimir
Disyembre 24	24 de dezembro
Sasha Grey	Sasha Grey
Hulyo 31	31 de julho
Hulyo 30	30 de julho
Hulyo 29	29 de julho
Hulyo 28	28 de julho
Hulyo 27	27 de julho
Hulyo 25	25 de julho
Hulyo 24	24 de julho
Hulyo 23	23 de julho
Hulyo 26	26 de julho
Hulyo 22	22 de julho
Hulyo 19	19 de julho
Hulyo 21	21 de julho
Hulyo 20	20 de julho
Hulyo 17	17 de julho
Hulyo 18	18 de julho
Hulyo 16	16 de julho
Futbol	Futebol
Disyembre 25	25 de dezembro
Ryazan	Riazan
Lungsod ng Siena	Siena
Ryazan Oblast	Oblast de Riazan
1963	1963
Urbino	Urbino
Disyembre 26	26 de dezembro
Holocaust	Holocausto
1962	1962
IPhone	IPhone
Tula, Russia	Tula (Rússia)
Agosto 14	14 de agosto
Agosto 15	15 de agosto
Agosto 13	13 de agosto
Agosto 12	12 de agosto
Agosto 11	11 de agosto
Agosto 10	10 de agosto
Agosto 8	8 de agosto
Agosto 7	7 de agosto
Agosto 9	9 de agosto
Agosto 5	5 de agosto
Agosto 4	4 de agosto
Agosto 2	2 de agosto
Agosto 3	3 de agosto
Agosto 6	6 de agosto
Agosto 1	1 de agosto
Geronimo	Gerônimo
Tula Oblast	Oblast de Tula
Magkapatid na Grimm	Irmãos Grimm
Disyembre 27	27 de dezembro
Bryansk	Briansk
Madrid	Madrid
Elton John	Elton John
Bryansk Oblast	Oblast de Briansk
Submarino	Submarino
Agosto 16	16 de agosto
Coca-Cola	Coca-Cola
Agosto 29	29 de agosto
Agosto 28	28 de agosto
Agosto 30	30 de agosto
Agosto 25	25 de agosto
Agosto 26	26 de agosto
Agosto 23	23 de agosto
Agosto 27	27 de agosto
Agosto 21	21 de agosto
Agosto 20	20 de agosto
Agosto 24	24 de agosto
Agosto 18	18 de agosto
Agosto 17	17 de agosto
Agosto 22	22 de agosto
Agosto 19	19 de agosto
Agosto 31	31 de agosto
Michael Jackson	Michael Jackson
Disyembre 28	28 de dezembro
Kaluga	Kaluga
Trangkaso	Gripe
Bogotá	Bogotá
Kaluga Oblast	Oblast de Kaluga
Brasilia	Brasília
Marijuana	Cannabis (psicotrópico)
Setyembre 15	15 de setembro
Setyembre 14	14 de setembro
Setyembre 13	13 de setembro
Setyembre 12	12 de setembro
Setyembre 8	8 de setembro
Setyembre 11	11 de setembro
Setyembre 7	7 de setembro
Setyembre 10	10 de setembro
Setyembre 5	5 de setembro
Setyembre 4	4 de setembro
Setyembre 9	9 de setembro
Setyembre 2	2 de setembro
Setyembre 6	6 de setembro
Setyembre 1	1 de setembro
Setyembre 3	3 de setembro
Disyembre 29	29 de dezembro
Alaksandr Łukašenka	Aleksandr Lukashenko
Lungsod ng Lima	Lima
Analisis ng pangunahing bahagi	Análise de Componentes Principais
Setyembre 30	30 de setembro
Setyembre 29	29 de setembro
Setyembre 28	28 de setembro
Setyembre 27	27 de setembro
Setyembre 26	26 de setembro
Setyembre 25	25 de setembro
Santiago, Tsile	Santiago (Chile)
Setyembre 23	23 de setembro
Setyembre 22	22 de setembro
Setyembre 24	24 de setembro
Setyembre 21	21 de setembro
Setyembre 20	20 de setembro
Setyembre 18	18 de setembro
Setyembre 17	17 de setembro
Sosyalistang Republikang Sobyetikang ng Belorusya	República Socialista Soviética da Bielorrússia
Setyembre 19	19 de setembro
Setyembre 16	16 de setembro
Quito	Quito
Disyembre 30	30 de dezembro
Sucre	Sucre
Disyembre 31	31 de dezembro
Oktubre 1	1 de outubro
Oktubre 15	15 de outubro
Oktubre 12	12 de outubro
Oktubre 10	10 de outubro
Oktubre 14	14 de outubro
Oktubre 9	9 de outubro
Oktubre 8	8 de outubro
Oktubre 13	13 de outubro
Oktubre 7	7 de outubro
Oktubre 11	11 de outubro
Oktubre 6	6 de outubro
Oktubre 4	4 de outubro
Oktubre 5	5 de outubro
Oktubre 3	3 de outubro
Oktubre 2	2 de outubro
Asuncion	Assunção
Kambing	Capra aegagrus hircus
Palasyo ng Bersalyes	Palácio de Versalhes
Oktubre 31	31 de outubro
Oktubre 30	30 de outubro
Oktubre 29	29 de outubro
Oktubre 28	28 de outubro
Oktubre 26	26 de outubro
Oktubre 25	25 de outubro
Oktubre 24	24 de outubro
Oktubre 27	27 de outubro
Oktubre 22	22 de outubro
Oktubre 23	23 de outubro
Oktubre 20	20 de outubro
Oktubre 21	21 de outubro
Oktubre 19	19 de outubro
Oktubre 17	17 de outubro
Oktubre 16	16 de outubro
Oktubre 18	18 de outubro
Katedral	Catedral
Kalayaan	Liberdade
Nobyembre 15	15 de novembro
Nobyembre 14	14 de novembro
Nobyembre 13	13 de novembro
Nobyembre 12	12 de novembro
Nobyembre 11	11 de novembro
Nobyembre 10	10 de novembro
Nobyembre 7	7 de novembro
Nobyembre 8	8 de novembro
Nobyembre 9	9 de novembro
Nobyembre 6	6 de novembro
Nobyembre 5	5 de novembro
Nobyembre 4	4 de novembro
Nobyembre 3	3 de novembro
Nobyembre 2	2 de novembro
Nobyembre 1	1 de novembro
Amy Johnson	Amy Johnson
Paramaribo	Paramaribo
2 Pallas	2 Palas
3 Juno	3 Juno
ICarly	ICarly
Nobyembre 30	30 de novembro
Nobyembre 29	29 de novembro
Nobyembre 28	28 de novembro
Nobyembre 27	27 de novembro
Nobyembre 26	26 de novembro
Nobyembre 25	25 de novembro
Nobyembre 23	23 de novembro
Nobyembre 24	24 de novembro
Nobyembre 21	21 de novembro
Nobyembre 20	20 de novembro
Nobyembre 22	22 de novembro
Nobyembre 19	19 de novembro
Nobyembre 18	18 de novembro
Nobyembre 17	17 de novembro
Nobyembre 16	16 de novembro
4 Vesta	4 Vesta
Katmandu	Catmandu
Belmopan	Belmopan
Carlomagno	Carlos Magno
San José, Costa Rica	San José (Costa Rica)
San Salvador	San Salvador
Canberra	Camberra
Io (buwan)	Io (satélite)
Oryol Oblast	Oblast de Oriol
Sydney	Sydney
Lunti	Verde
Callisto (buwan)	Calisto (satélite)
Melbourne	Melbourne
Pula	Vermelho
Europa (buwan)	Europa (satélite)
Muon	Muão
Kursk	Kursk
Ganymede (buwan)	Ganímedes (satélite)
Kursk Oblast	Oblast de Kursk
Perth, Kanlurang Australya	Perth (Austrália Ocidental)
Apoy	Fogo
Photon	Fotão
Kanlurang Australya	Austrália Ocidental
New South Wales	Nova Gales do Sul
Positron	Pósitron
Hilagang Teritoryo	Território do Norte
Tegucigalpa	Tegucigalpa
Amalthea (buwan)	Amalteia (satélite)
Brione (TN)	Brione (Trento)
Managua	Manágua
Lardaro	Lardaro
Gluon	Glúon
Charles Martel	Carlos Martel
Enceladus (buwan)	Encélado (satélite)
Lungsod ng Panama	Cidade do Panamá
Titania (buwan)	Titânia (satélite)
Belgorod	Belgorod
Lourdes	Lourdes
Belgorod Oblast	Oblast de Belgorod
George Orwell	George Orwell
Umbriel (buwan)	Umbriel (satélite)
Ariel (buwan)	Ariel (satélite natural)
Amelia Earhart	Amelia Earhart
Antiochus IV Epiphanes	Antíoco IV Epifânio
Triton (buwan)	Tritão (satélite)
Aosta	Aosta
Seleucus II Callinicus	Seleuco II Calínico
Ilog Nilo	Rio Nilo
Hinuhang pangnebula	Nebulosa solar
Sirius	Sirius
Voronezh	Voronej
Lungsod ng Perugia	Perúgia
Voronezh Oblast	Oblast de Voronej
Volpara	Volpara
L’Aquila (lungsod)	Áquila (Itália)
Lipetsk	Lipetsk
Sumatra	Sumatra
Campobasso	Campobasso
Massimeno	Massimeno
Grauno	Grauno
Ilog Congo	Rio Congo
Sagron Mis	Sagron Mis
Pietraferrazzana	Pietraferrazzana
Lipetsk Oblast	Oblast de Lipetsk
Fallo	Fallo
Roio del Sangro	Roio del Sangro
Tambov	Tambov
Tambov Oblast	Oblast de Tambov
Rabat	Rabat
Kometa	Cometa
Montelapiano	Montelapiano
Arhel	Argel
Montebello sul Sangro	Montebello sul Sangro
Monteferrante	Monteferrante
Tunis	Tunes
Rostov Oblast	Oblast de Rostov
Tripoli	Trípoli
Silangang Haba	Java Oriental
Rede Globo	Rede Globo
Mga comune ng Lalawigan ng Pavia	Canevino
Velezzo Lomellina	Velezzo Lomellina
Rocca de' Giorgi	Rocca de' Giorgi
Villa Biscossi	Villa Biscossi
Calvignano	Calvignano
Jack Angel	Jack Angel
Lungsod ng Djibouti	Djibouti (cidade)
Antofagasta	Antofagasta
Teherán	Teerã
Adis Abeba	Adis Abeba
Jakarta	Jacarta
Verbania	Verbania
Ankara	Ancara
Asmara	Asmara
Krasnodar	Krasnodar
NDjamena	N'Djamena
Niamey	Niamey
Krasnodar Krai	Krai de Krasnodar
Nouakchott	Nouakchott
Riad	Riade
1961	1961
Bamako	Bamako
Talampakan (yunit)	Pé (unidade)
Belgrado	Belgrado
Dakar	Dakar
Kanlurang Haba	Java Ocidental
Banjul	Banjul
Conakry	Conacri
Adygea	Adiguésia
Bissau	Bissau
Kategorya:Mga suleras sa Wikipedia	Categoria:!Predefinições Wikipédia
Monrovia	Monróvia
Praia	Praia (Cabo Verde)
Maykop	Maikop
1960	1960
Java (pulo)	Java
Kategorya:Wikipedia template categories	Categoria:!Predefinições por tema
Accra	Acra
Damasko	Damasco
Yamoussoukro	Yamoussoukro
Ouagadougou	Ouagadougou
Freetown	Freetown
Ilog Amasona	Rio Amazonas
Abuja	Abuja
Lomé	Lomé
Kalimantan	Kalimantan
Porto-Novo	Porto Novo (Benim)
Aman	Amã
Jaunde	Yaoundé
Kategorya:Sports templates	Categoria:!Predefinições sobre esportes
Selebes	Celebes
Malabo	Malabo
Volgograd Oblast	Oblast de Volgogrado
Beirut	Beirute
Libreville	Libreville
Maskate	Mascate
Kapuluang Maluku	Ilhas Molucas
Bangui	Bangui
Kinshasa	Kinshasa
Brazzaville	Brazzaville
Bujumbura	Bujumbura
Nicosia	Nicósia
Kigali	Kigali
Doha	Doha
Asteroyd	Asteroide
Dodoma	Dodoma
Nairobi	Nairóbi
Neurosikolohiya	Neuropsicologia
Lilongwe	Lilongwe
Lusaka	Lusaka
Manama	Manama
Eklipse ng araw	Eclipse solar
Maputo	Maputo
Kampala	Kampala
Luanda	Luanda
Moroni, Komoros	Moroni
Mbabane	Mbabane
Galicia (Espanya)	Galiza
Maseru	Maseru
Paaralan	Escola
Antananarivo	Antananarivo
Pamantasan	Universidade
Gaborone	Gaborone
Harare	Harare
Grace Kelly	Grace Kelly
Pretoria	Pretória
Astrakhan	Astracã
Port Louis	Port Louis
Pingpong	Tênis de mesa
San Tomas	São Tomé (São Tomé e Príncipe)
Asturias (Espanya)	Astúrias
Windhoek	Windhoek
Supernoba	Supernova
Wikipedia:Sanayan	Wikipédia:Página de testes
Victoria, Seychelles	Victoria (Seychelles)
Astrakhan Oblast	Oblast de Astracã
Lokal na pangkat	Grupo Local
Wikipedia:Maligayang pagdating!	Wikipédia:Introdução
Cantabria	Cantábria
Tahanan	Casa
Kalmykia	Calmúquia
Neubrandenburg	Neubrandenburg
Hardware (kompyuter)	Hardware
Alhebra	Álgebra
Elista	Elista
Bayang Basko	Comunidade autónoma do País Basco
Anatomiya ng tao	Anatomia humana
Mapa	Mapa
Ramesses IX	Ramsés IX
Nafarroa	Navarra
Ilog	Rio
Ramesses X	Ramsés X
Tara Strong	Tara Strong
Duke Ellington	Duke Ellington
Osasco	Osasco
Richard Steven Horvitz	Richard Steven Horvitz
Aragón	Aragão
CeeLo Green	Cee Lo Green
36 BC	36 a.C.
Ramesses V	Ramsés V
20 BC	20 a.C.
40 BC	40 a.C.
39 BC	39 a.C.
37 BC	37 a.C.
Eschweiler	Eschweiler (Renânia)
22 BC	22 a.C.
Amonya	Amoníaco
38 BC	38 a.C.
Fujairah	Al Fujayrah
Glasgow	Glasgow
28 BC	28 a.C.
Pion	Píon
18 BC	18 a.C.
15 BC	15 a.C.
33 BC	33 a.C.
Chris Rock	Chris Rock
Adam Carolla	Adam Carolla
30 BK	30 a.C.
12 BC	12 a.C.
Ligiran	Órbita
Paliparan ng Dong Hoi	Aeroporto de Dong Hoi
Kalawakan	Espaço sideral
45 BC	45 a.C.
Wetzlar	Wetzlar
46 BC	46 a.C.
Autobiograpiya	Autobiografia
41 BC	41 a.C.
49 BC	49 a.C.
42 BC	42 a.C.
25 BC	25 a.C.
47 BC	47 a.C.
10 BK	10 a.C.
Ned Beatty	Ned Beatty
Daksipat	Telescópio
James Coburn	James Coburn
Kategorya:Kasaysayan ng Malaysia	Categoria:História da Malásia
Miley Cyrus	Miley Cyrus
Kategorya:Kasaysayan ng Benin	Categoria:História do Benim
Tengen toppen Guren Laggen	Tengen Toppa Gurren-Lagann
Motherboard	Placa-mãe
Kategorya:Kasaysayan ng Bangladesh	Categoria:História de Bangladesh
Kategorya:Kasaysayan ng Bhutan	Categoria:História do Butão
Rodger Bumpass	Rodger Bumpass
Kategorya:Lutuing Griyego	Categoria:Culinária da Grécia
Primorsky Krai	Krai do Litoral
Kategorya:Kasaysayan ng Arabyang Saudi	Categoria:História da Arábia Saudita
Kategorya:Kasaysayan ng Indonesya	Categoria:História da Indonésia
Barefoot Gen	Hadashi no Gen
Jimmy Bennett	Jimmy Bennett
Kategorya:Kasaysayan ng Taiwan	Categoria:História de Taiwan
Curitiba	Curitiba
Kategorya:Mga lansangan ayon sa bansa	Categoria:Estradas por país
Pangaea	Pangeia
Kanlurang Aprika	África Ocidental
Kategorya:Kasaysayan ng Turkiya	Categoria:História da Turquia
Gubat	Floresta
Kategorya:Kasaysayan ng Silangang Timor	Categoria:História de Timor-Leste
Kategorya:Kasaysayan ng Hapon	Categoria:História do Japão
Kategorya:1888	Categoria:1888
Zichyújfalu	Zichyújfalu
Kategorya:Blattodea	Categoria:Blattodea
Clarington, Ontario	Clarington
Hard disk drive	Disco rígido
Papa Pío VIII	Papa Pio VIII
Kategorya:Artiodactyla	Categoria:Artiodáctilos
Papa Benedicto XV	Papa Bento XV
Khabarovsk	Khabarovsk
Kategorya:Bovidae	Categoria:Bovídeos
Jennette McCurdy	Jennette McCurdy
Panunuring pampelikula	Crítica de cinema
Clancy Brown	Clancy Brown
Kategorya:Ipinanganak noong 1421	Categoria:Nascidos em 1421
Kategorya:Squamata	Categoria:Escamados
Hukbong dagat	Marinha
Lalawigan ng Kotayk	Kotayk
Victorious	Victorious
Jonathan Winters	Jonathan Winters
Kategorya:Lutuing Polako	Categoria:Culinária da Polónia
Kategorya:Lutuing Ukranyano	Categoria:Culinária da Ucrânia
Kategorya:Kasaysayan ng Afghanistan	Categoria:História do Afeganistão
O-Zone	O-Zone
Padron:Lang-lt	Predefinição:Lang-lt
Kategorya:Kasaysayan ng Biyetnam	Categoria:História do Vietnã
Kategorya:Kasaysayan ng Pakistan	Categoria:História do Paquistão
Kategorya:1421	Categoria:1421
Sean Connery	Sean Connery
Kategorya:People infobox templates	Categoria:!Infocaixas sobre pessoas
Aklat ni Job	Livro de Jó
Aklat ng mga Kawikaan	Livro dos Provérbios
Anne Frank	Anne Frank
Confucius	Confúcio
Sarah Bernhardt	Sarah Bernhardt
Kategorya:Kasaysayan ng Irak	Categoria:História do Iraque
Marilyn Monroe	Marilyn Monroe
Corbin Bleu	Corbin Bleu
Karnabal	Carnaval
Kategorya:Matematika	Categoria:Matemática
Kategorya:Kasaysayan ng Mongolia	Categoria:História da Mongólia
Kapuluang Peroe	Ilhas Feroe
Surat	Surate
Kategorya:Kasaysayan ng India	Categoria:História da Índia
Mohamed Morsi	Mohamed Morsi
Barbra Streisand	Barbra Streisand
Kategorya:Kasaysayan ng Pilipinas	Categoria:História das Filipinas
Padron:Country data Iran	Predefinição:Country data Irã
Bali, Indonesya	Bali
Hupiter (mitolohiya)	Júpiter (mitologia)
Sherlock Holmes	Sherlock Holmes
107 BK	107 a.C.
Renasimiyento	Renascimento
143 BC	143 a.C.
Dukado ng Borgonya	Ducado da Borgonha
126 BC	126 a.C.
116 BC	116 a.C.
136 BC	136 a.C.
113 BK	113 a.C.
Pugad	Ninho
140 BC	140 a.C.
Kategorya:Gruiformes	Categoria:Gruiformes
150 BC	150 a.C.
Kategorya:Ipinanganak noong 1888	Categoria:Nascidos em 1888
130 BC	130 a.C.
1488	1488
Kategorya:Kasaysayan ng Iran	Categoria:História do Irão
Kategorya:Kasaysayan ng Singapore	Categoria:História de Singapura
Jimmy Kimmel	Jimmy Kimmel
Euro	Euro
Dolyar ng Estados Unidos	Dólar dos Estados Unidos
Dagat Mediteraneo	Mar Mediterrâneo
Kategorya:Stub (Pinlandiya)	Categoria:!Esboços sobre a Finlândia
Republika ng Venezia	República de Veneza
Kategorya:Heograpiya ng New Zealand	Categoria:Geografia da Nova Zelândia
Jason Lee	Jason Lee
Hangzhou	Hangzhou
Villabate	Villabate
