Āfrika	África
Dortmunde	Dortmund
Gente	Gante
Čikāga	Chicago
The Beatles	The Beatles
Ununtrijs	Unúntrio
Flerovijs	Fleróvio
Ununpentijs	Ununpêntio
Livermorijs	Livermório
Ununseptijs	Ununséptio
Ununoktijs	Ununóctio
Komo (pilsēta)	Como
Māstrihta	Maastricht
Arnema	Arnhem
Ziema	Inverno
Pavasaris	Primavera
Vasara	Verão
Rudens	Outono
Ekvinokcija	Equinócio
Sadams Huseins	Saddam Hussein
Osama bin Ladens	Osama bin Laden
Spāņu valoda	Língua castelhana
Frīdrihs Hajeks	Friedrich Hayek
Montevideo	Montevidéu
Johans Sebastians Bahs	Johann Sebastian Bach
Antonio Vivaldi	Antonio Vivaldi
Toljati	Togliatti
Pitsburga	Pittsburgh
Opera	Ópera
Filadelfija	Filadélfia
Kolkata	Calcutá
Opel Astra	Opel Astra
Čennai	Chennai
Deli	Deli
Daka	Daca
Bengalūru	Bangalore
Rietumbengāle	Bengala Ocidental
Zirnekļi	Aranha
Zirnekļveidīgie	Aracnídeos
Helicerāti	Chelicerata
Posmkāji	Artrópode
Haidarābādu	Hyderabad (Andhra Pradesh)
Islāmābāda	Islamabad
Tripura	Tripura
Auglis	Fruto
Kategorija:Portu	Categoria:Porto
Pērtiķi	Macaco
Nauda	Dinheiro
Virdžīnija	Virgínia
Rietumvirdžīnija	Virgínia Ocidental
Materhorns	Matterhorn
Dungeons & Dragons	Dungeons & Dragons
Dārzeņpipars	Capsicum annuum
Hūrons	Lago Huron
Ņujorka (štats)	Nova Iorque (estado)
Cērijs	Cério
Prazeodīms	Praseodímio
Rodailenda	Rhode Island
Neodīms	Neodímio
Kukaiņi	Insetos
Mērilenda	Maryland
Delavēra	Delaware
Vladimirs Ļeņins	Lenin
Eiropijs	Európio
Ohaio (štats)	Ohio
Vergilijs	Virgílio
Nikolo Makjavelli	Nicolau Maquiavel
Pensilvānija	Pensilvânia
Frančesko Petrarka	Francesco Petrarca
Džovanni Bokačo	Giovanni Boccaccio
Luidži Pirandello	Luigi Pirandello
Iterzene	Uetersen
Oktaviāns	Augusto
Microsoft Windows	Microsoft Windows
Tibērijs	Tibério
Ņūdžersija	Nova Jérsia
Kaligula	Calígula
Gibraltārs	Gibraltar
Klaudijs	Cláudio
Somu valoda	Língua finlandesa
Nērons	Nero
Indiāna	Indiana
Otons	Otão
Vitēlijs	Vitélio
Nokia	Nokia
Vespasiāns	Vespasiano
Automašīna	Automóvel
Tits	Tito (imperador)
Turīnas @@@u0026Juventus"	Juventus Football Club
Domiciāns	Domiciano
Nerva	Nerva
Trajāns	Trajano
Rodžers Federers	Roger Federer
Adriāns	Adriano
Džordžija	Geórgia (Estados Unidos)
Antonijs Pijs	Antonino Pio
Marks Aurēlijs	Marco Aurélio
KDE	KDE
Komods	Cómodo
Zagreba	Zagreb
Rādžastāna	Rajastão
Kampānija	Campânia
Teksasa	Texas
Septimijs Severs	Septímio Severo
Molize	Molise
Tamilnāda	Tamil Nadu
Karakalla	Caracala
Apūlija	Apúlia
Dženova	Génova
Bruno Mars	Bruno Mars
Pinatubo	Pinatubo
Bazilikata	Basilicata
Ziemeļkarolīna	Carolina do Norte
Lauka hokejs	Hóquei em campo
Dienvidkarolīna	Carolina do Sul
Dženovas @@@u0026Sampdoria"	Unione Calcio Sampdoria
Kalabrija	Calábria
Sicīlija	Sicília
Manila	Manila
Sardīnija	Sardenha
Ferdinands Markoss	Ferdinando Marcos
Sebu	Cebu (cidade)
Luāra (upe)	Rio Loire
Moriss Kornēlijs Ešers	Maurits Cornelis Escher
Sēna	Sena
Krona slimība	Doença de Crohn
Davao	Davao
Kesonsitija	Cidade Quezon
Lemāna	Le Mans
Bordo	Bordéus
Korasona Akino	Corazón Aquino
Sistēmiskā sarkanā vilkēde	Lúpus eritematoso sistêmico
Buenosairesa	Buenos Aires
Urķis	Hacker
Mehiko	Cidade do México
Tokija	Tóquio
Lapasa	La Paz
Barselona	Barcelona
Ananass	Ananás
Misisipi (štats)	Mississippi
Fernāns Magelāns	Fernão de Magalhães
Misisipi (upe)	Rio Mississippi
Utarpradēša	Uttar Pradesh
Utarakhanda	Uttarakhand
Mizorāma	Mizoram
Sikima	Siquim
Patagonija	Patagónia
Tenesī	Tennessee
Rihards Vāgners	Richard Wagner
Roberts Luiss Stīvensons	Robert Louis Stevenson
Nāgpura	Nagpur
Dženisa Džoplina	Janis Joplin
Abidžana	Abidjã
Abū Dabī	Abu Dhabi
Astana	Astana
Ņūmeksika	Novo México
Ramzess Lielais	Ramsés II
Atēnas	Atenas
Minesota	Minnesota
Bagdāde	Bagdá
Karakasa	Caracas
Universālais koordinētais laiks	Tempo Universal Coordenado
Viskonsina	Wisconsin
Pune	Pune
Cicerons	Cícero
AC Milan	Associazione Calcio Milan
Sindija Lopere	Cyndi Lauper
Aiova	Iowa
Nebraska	Nebraska
Gvatemala (pilsēta)	Cidade da Guatemala
Kanzasa	Kansas
Havana	Havana
Tabaka	Tabaco
Hindi	Língua hindi
Marathu valoda	Língua marata
Internet Explorer	Internet Explorer
Cigarete	Cigarro
Ganēša	Ganexa
Misūri (štats)	Missouri
Georgs Simons Oms	Georg Simon Ohm
Luiziāna	Luisiana
Nāgālenda	Nagaland
Kentuki	Kentucky
Tims Linsekums	Tim Lincecum
Alfa Romeo 159	Alfa Romeo 159
Ārkanzasa	Arkansas
Nīls Ārmstrongs	Neil Armstrong
Urdu	Língua urdu
Čārlzs Lindbergs	Charles Lindbergh
Sīgfrids Ēdstrems	Johannes Sigfrid Edström
Edīte Piafa	Édith Piaf
Osijeka	Osijek
Elba	Rio Elba
Rijeka	Rijeka
Emsa	Rio Ems
Oklahoma	Oklahoma
Vēzere	Rio Weser
Johans Bleiks	Yohan Blake
Džastins Getlins	Justin Gatlin
Donava	Rio Danúbio
Kirani Džeimss	Kirani James
Deivids Rudiša	David Rudisha
Splita	Split
Rūra (upe)	Rio Ruhr
Žaks Brels	Jacques Brel
Mozele	Rio Mosela
Maina	Rio Meno
Mohameds Farahs	Mo Farah
Nekāra	Rio Neckar
Ezekiels Kemboi	Ezekiel Kemboi
Zāle (upe)	Rio Saale
Hāfele	Rio Havel
Šprē	Rio Spree
Džeisons Ričardsons	Jason Richardson
Elde	Rio Elde
Felikss Sančess	Félix Sánchez
Ziemeļjūra	Mar do Norte
Skageraks	Skagerrak
Maskavas apgabals	Oblast de Moscou
Nesta Kārters	Nesta Carter
Ķīle	Kiel
Šverīne	Schwerin
Potsdama	Potsdam
Hannovere	Hanôver
Diseldorfa	Düsseldorf
Mainca	Mainz
Vīsbādene	Wiesbaden
Dubrovnika	Dubrovnik
Zārbrikene	Saarbrücken
Minhene	Munique
Samaras apgabals	Oblast de Samara
Erfurte	Erfurt
Drēzdene	Dresden
Magdeburga	Magdeburgo
Volejbols	Voleibol
Insbruka	Innsbruck
Brēgenca	Bregenz
Vīne	Viena
Reno Lavilenī	Renaud Lavillenie
Madonna (mūziķe)	Madonna
Kopenhāgena	Copenhaga
Kaļiņingradas apgabals	Oblast de Kaliningrado
Stokholma	Estocolmo
Tomašs Majevskis	Tomasz Majewski
Helsinki	Helsínquia
Murmanskas apgabals	Oblast de Murmansk
Rīze Hofa	Reese Hoffa
Dublina	Dublin
Elagabals	Heliogábalo
Murmanska	Murmansk
Reikjavīka	Reykjavík
Roberts Hartings	Robert Harting
Kakaši Hatake	Kakashi Hatake
Ella Ficdžeralda	Ella Fitzgerald
Tallina	Tallinn
Rīga	Riga
Zanzibāra	Zanzibar
Gerds Kanters	Gerd Kanter
Lūiss Ārmstrongs	Louis Armstrong
Bratislava	Bratislava
Budapešta	Budapeste
Primožs Kozmuss	Primož Kozmus
Kodži Murofuši	Koji Murofushi
Šarls Aznavūrs	Charles Aznavour
Kešorns Volkots	Keshorn Walcott
Eštons Ītons	Ashton Eaton
Gdaņska	Gdańsk
Trejs Hārdijs	Trey Hardee
Frankfurte pie Mainas	Frankfurt am Main
Vroclava	Breslávia
Kočina	Cochim
Lantāns	Lantânio
Prometijs	Promécio
Astronomiskā vienība	Unidade astronômica
Samārijs	Samário
Bagio	Baguio
Ačeha	Achém
Kaļiņingrada	Kaliningrado
Decijs	Décio
Gadolīnijs	Gadolínio
Death Note	Death Note
Zinedins Zidāns	Zinédine Zidane
Terbijs	Térbio
Katoļticība	Catolicismo
Luksemburga (pilsēta)	Luxemburgo (cidade)
Disprozijs	Disprósio
Vaduca	Vaduz
Bībele	Bíblia
Holmijs	Hólmio
Sanmarīno (pilsēta)	San Marino (cidade)
Erbijs	Érbio
Pnompeņa	Phnom Penh
Arhangeļska	Arcangel
Tūlijs	Túlio
Hošimina	Cidade de Ho Chi Minh
Iterbijs	Itérbio
Lutēcijs	Lutécio
Hanoja	Hanói
Patiesā Jēzus baznīca	Verdadeira Igreja de Jesus
Angļu valoda	Língua inglesa
Bangkoka	Banguecoque
Volina (pilsēta)	Wolin
Andora la Velja	Andorra-a-Velha
Kualalumpūra	Kuala Lumpur
Taibei	Taipé
Amerīcijs	Amerício
Odesa	Odessa
Arhangeļskas apgabals	Oblast de Arkhangelsk
Kirijs	Cúrio
Donhoja	Dong Hoi
Konsepsjona	Concepción (Chile)
Berklijs	Berquélio
Bergamo @@@u0026Atalanta"	Atalanta Bergamasca Calcio
Kalifornijs	Califórnio
Diplomātija	Diplomacia
Boloņa	Bolonha
Einšteinijs	Einstênio
Bologna F.C. 1909	Bologna Football Club 1909
Petrozavodska	Petrozavodsk
Fermijs	Férmio
Kaljāri	Cagliari
Mendelevijs	Mendelévio
Kijeva	Kiev
Cagliari Calcio	Cagliari Calcio
Nobēlijs	Nobélio
Katānija	Catânia
Ontārio	Ontário
Lourensijs	Laurêncio
Igo Loriss	Hugo Lloris
Olivjē Žirū	Olivier Giroud
Karīms Benzemā	Karim Benzema
Florāns Maluda	Florent Malouda
Karēlijas Republika	República da Carélia
Patriss Evra	Patrice Evra
Franks Riberī	Franck Ribéry
Samīrs Nasrī	Samir Nasri
Gaels Klišī	Gaël Clichy
Otava	Ottawa
Anja Pēšone	Anja Pärson
Ēriks Abidāls	Éric Abidal
Džibrils Sisē	Djibril Cissé
Viljams Galā	William Gallas
Bakarijs Saņa	Bacary Sagna
Nikolā Anelka	Nicolas Anelka
Abu Diabī	Abou Diaby
Jupitera pavadoņi	Satélites de Júpiter
Džūba	Juba (Sudão do Sul)
Manitoba	Manitoba
Alberto Tomba	Alberto Tomba
Alberta	Alberta
Jaunskotija	Nova Escócia
Erevāna	Erevan
Hermanis Maiers	Hermann Maier
Vologda	Vologda
Koņskovola	Końskowola
Dāresalāma	Dar es Salaam
Hartūma	Cartum
Ņūbransvika	Nova Brunswick
Formula 1	Fórmula 1
Saturna pavadoņi	Satélites de Saturno
Britu Kolumbija	Colúmbia Britânica
Prinča Edvarda Sala (Kanāda)	Ilha do Príncipe Eduardo
2000. gads	2000
2003. gads	2003
2002. gads	2002
2001. gads	2001
Saskačevana	Saskatchewan
2012. gads	2012
2011. gads	2011
2010. gads	2010
2009. gads	2009
Oglekļa dioksīds	Dióxido de carbono
2013. gads	2013
2014. gads	2014
2015. gads	2015
Ņūfaundlenda un Labradora	Terra Nova e Labrador
2008. gads	2008
JavaScript	JavaScript
Ziemeļrietumu Teritorijas	Territórios do Noroeste
Jukona (teritorija)	Yukon
2004. gads	2004
Vologdas apgabals	Oblast de Vologda
2005. gads	2005
2006. gads	2006
Nunavuta	Nunavut
2007. gads	2007
Oglekļa monoksīds	Monóxido de carbono
Verona	Verona
Ikaluita	Iqaluit
1900. gads	1900
1901. gads	1901
Fransuā Miterāns	François Mitterrand
Tits Līvijs	Tito Lívio
Džuzepe Farina	Giuseppe Farina
Šarls de Golls	Charles de Gaulle
1902. gads	1902
Florence	Florença
1903. gads	1903
1904. gads	1904
1905. gads	1905
1907. gads	1907
1906. gads	1906
ACF Fiorentina	ACF Fiorentina
HTML5	HTML5
Seneka Jaunākais	Séneca
1908. gads	1908
1909. gads	1909
1992. gads	1992
Jelounaifa	Yellowknife
1991. gads	1991
JSON	JSON
1990. gads	1990
1993. gads	1993
Esene	Essen
1994. gads	1994
1995. gads	1995
Huans Manuels Fanhio	Juan Manuel Fangio
1996. gads	1996
Deivids Linčs	David Lynch
Komi	República de Komi
Genoa C.F.C.	Genoa Cricket and Football Club
1910. gads	1910
1911. gads	1911
1912. gads	1912
Leipciga	Leipzig
1913. gads	1913
Sentdžonsa (Kanāda)	St. John's
1914. gads	1914
1915. gads	1915
Alberto Askari	Alberto Ascari
1916. gads	1916
1997. gads	1997
1998. gads	1998
Nirnberga	Nuremberga
1999. gads	1999
1917. gads	1917
1918. gads	1918
Pārtika	Alimento
Edmontona	Edmonton
Hjētils Andrē Omots	Kjetil André Aamodt
Dīsburga	Duisburgo
Čūskas	Serpente
Bohuma	Bochum
Maiks Hotorns	Mike Hawthorn
Žaks Širaks	Jacques Chirac
Vupertāle	Wuppertal
Gaismas ātrums	Velocidade da luz
Bīlefelde	Bielefeld
XML	XML
Manheima	Mannheim
Orālais sekss	Sexo oral
Ridžaina	Regina (Saskatchewan)
Valerī Žiskārs d'Estēns	Valéry Giscard d'Estaing
Džeks Brebems	Jack Brabham
Neitrīno	Neutrino
Bode Millers	Bode Miller
Viktorija (Kanāda)	Victoria (Colúmbia Britânica)
LOL	LOL
Vinipega	Winnipeg
Neptūna pavadoņi	Satélites de Netuno
Helifeksa	Halifax
Siktivkara	Syktyvkar
Čerepoveca	Cherepovets
Kvebeka (pilsēta)	Quebec (cidade)
UTC-12	UTC−12
1. janvāris	1 de janeiro
2. janvāris	2 de janeiro
Urāna pavadoņi	Satélites de Urano
UTC-11	UTC−11
1920. gads	1920
3. janvāris	3 de janeiro
1919. gads	1919
Tacits	Públio Cornélio Tácito
1921. gads	1921
Ņencu autonomais apvidus	Nenétsia
1922. gads	1922
Lunda	Lund (Suécia)
4. janvāris	4 de janeiro
1923. gads	1923
Biobio reģions	Bío-Bío (região)
UTC-9:30	UTC−9:30
Lenss Ārmstrongs	Lance Armstrong
1924. gads	1924
Narjanmara	Naryan-Mar
Asteroīdu josla	Cintura de asteroides
UTC-9	UTC−9
Krievijas PFSR	República Socialista Federativa Soviética da Rússia
Žoržs Pompidū	Georges Pompidou
Ļeņingradas apgabals	Oblast de Leningrado
JPEG	Joint Photographic Experts Group
Pundurplanēta	Planeta anão
Kick-Ass: Jaunie supervaroņi	Kick-Ass (filme)
5. janvāris	5 de janeiro
Arika	Arica
UTC-8	UTC−8
Malme	Malmö
UTC-7	UTC−7
Pleskava	Pskov
Pleskavas apgabals	Oblast de Pskov
6. janvāris	6 de janeiro
Krusttēva Toma būda	Uncle Tom's Cabin
Elektrons	Elétron
7. janvāris	7 de janeiro
8. janvāris	8 de janeiro
Veļikijnovgoroda	Veliky Novgorod
9. janvāris	9 de janeiro
Novgorodas apgabals	Oblast de Novgorod
10. janvāris	10 de janeiro
Ņižņijnovgorodas apgabals	Oblast de Níjni Novgorod
11. janvāris	11 de janeiro
12. janvāris	12 de janeiro
Kolumbija (upe)	Rio Columbia
Bazs Oldrins	Buzz Aldrin
Scīpions Afrikānis	Cipião Africano
13. janvāris	13 de janeiro
Birmingema	Birmingham
14. janvāris	14 de janeiro
15. janvāris	15 de janeiro
16. janvāris	16 de janeiro
Toms Henkss	Tom Hanks
17. janvāris	17 de janeiro
18. janvāris	18 de janeiro
19. janvāris	19 de janeiro
20. janvāris	20 de janeiro
Rūpnieciskā revolūcija	Revolução Industrial
Benzols	Benzeno
21. janvāris	21 de janeiro
22. janvāris	22 de janeiro
23. janvāris	23 de janeiro
Romas impērija	Império Romano
24. janvāris	24 de janeiro
25. janvāris	25 de janeiro
Minska	Minsk
26. janvāris	26 de janeiro
Microsoft	Microsoft
27. janvāris	27 de janeiro
28. janvāris	28 de janeiro
29. janvāris	29 de janeiro
30. janvāris	30 de janeiro
Tvera	Tver
31. janvāris	31 de janeiro
Tveras apgabals	Oblast de Tver
Protons	Próton
2. decembris	2 de dezembro
1. decembris	1 de dezembro
3. decembris	3 de dezembro
7. decembris	7 de dezembro
5. decembris	5 de dezembro
8. decembris	8 de dezembro
10. decembris	10 de dezembro
6. decembris	6 de dezembro
9. decembris	9 de dezembro
Pink Floyd	Pink Floyd
4. decembris	4 de dezembro
EADS	Airbus Group
1. februāris	1 de fevereiro
2. februāris	2 de fevereiro
Nātrija hlorīds	Cloreto de sódio
3. februāris	3 de fevereiro
Kurova	Kurów
4. februāris	4 de fevereiro
5. februāris	5 de fevereiro
6. februāris	6 de fevereiro
7. februāris	7 de fevereiro
8. februāris	8 de fevereiro
9. februāris	9 de fevereiro
10. februāris	10 de fevereiro
Ķīmija	Química
Led Zeppelin	Led Zeppelin
14. februāris	14 de fevereiro
13. februāris	13 de fevereiro
15. februāris	15 de fevereiro
11. februāris	11 de fevereiro
12. februāris	12 de fevereiro
Smoļenska	Smolensk
Robins van Persijs	Robin van Persie
19. februāris	19 de fevereiro
17. februāris	17 de fevereiro
16. februāris	16 de fevereiro
18. februāris	18 de fevereiro
20. februāris	20 de fevereiro
Divpadsmit saniknotu vīru	12 Angry Men
Analītiskā ķīmija	Química analítica
Smoļenskas apgabals	Oblast de Smolensk
Neitrons	Nêutron
21. februāris	21 de fevereiro
22. februāris	22 de fevereiro
23. februāris	23 de fevereiro
24. februāris	24 de fevereiro
25. februāris	25 de fevereiro
26. februāris	26 de fevereiro
27. gads	27
27. februāris	27 de fevereiro
28. februāris	28 de fevereiro
11. decembris	11 de dezembro
29. februāris	29 de fevereiro
Bliss	Bliss (imagem)
12. decembris	12 de dezembro
C sharp	C Sharp
Sid Meier's Civilization IV	Sid Meier's Civilization IV
13. decembris	13 de dezembro
14. decembris	14 de dezembro
15. decembris	15 de dezembro
Sid Meier's Civilization V	Sid Meier's Civilization V
2. marts	2 de março
3. marts	3 de março
5. marts	5 de março
1. marts	1 de março
7. marts	7 de março
8. marts	8 de março
4. marts	4 de março
10. marts	10 de março
11. marts	11 de março
6. marts	6 de março
13. marts	13 de março
9. marts	9 de março
12. marts	12 de março
15. marts	15 de março
14. marts	14 de março
C++	C++
Sālsskābe	Ácido clorídrico
16. decembris	16 de dezembro
17. decembris	17 de dezembro
Krisjānsanna	Kristiansand
16. marts	16 de março
17. marts	17 de março
18. marts	18 de março
Jaroslavļa	Iaroslavl
19. marts	19 de março
1989. gads	1989
1988. gads	1988
20. marts	20 de março
1987. gads	1987
1986. gads	1986
1985. gads	1985
1984. gads	1984
21. marts	21 de março
1983. gads	1983
22. marts	22 de março
1982. gads	1982
1981. gads	1981
18. decembris	18 de dezembro
1980. gads	1980
23. marts	23 de março
Jaroslavļas apgabals	Oblast de Iaroslavl
Mogadīšo	Mogadíscio
19. decembris	19 de dezembro
24. marts	24 de março
25. marts	25 de março
20. decembris	20 de dezembro
26. marts	26 de março
27. marts	27 de março
28. marts	28 de março
29. marts	29 de março
30. marts	30 de março
31. marts	31 de março
Aljē	Rio Allier
Naso	Nassau (Bahamas)
Andromedas galaktika	Galáxia de Andrômeda
Sana	Saná
1970. gads	1970
1971. gads	1971
1972. gads	1972
1973. gads	1973
1974. gads	1974
1975. gads	1975
1976. gads	1976
1977. gads	1977
1978. gads	1978
1979. gads	1979
1969. gads	1969
Trīsdesmitgadu karš	Guerra dos Trinta Anos
Tarbozaurs	Tarbossauro
Konrāds Adenauers	Konrad Adenauer
Datu saspiešana	Compressão de dados
Benedikts XVI	Papa Bento XVI
15. aprīlis	15 de abril
13. aprīlis	13 de abril
12. aprīlis	12 de abril
14. aprīlis	14 de abril
11. aprīlis	11 de abril
10. aprīlis	10 de abril
8. aprīlis	8 de abril
9. aprīlis	9 de abril
7. aprīlis	7 de abril
6. aprīlis	6 de abril
5. aprīlis	5 de abril
4. aprīlis	4 de abril
3. aprīlis	3 de abril
1. aprīlis	1 de abril
2. aprīlis	2 de abril
Habla kosmiskais teleskops	Telescópio espacial Hubble
Villijs Brants	Willy Brandt
Helmūts Šmits	Helmut Schmidt
Helmūts Kols	Helmut Kohl
16. aprīlis	16 de abril
17. aprīlis	17 de abril
18. aprīlis	18 de abril
19. aprīlis	19 de abril
20. aprīlis	20 de abril
21. aprīlis	21 de abril
22. aprīlis	22 de abril
23. aprīlis	23 de abril
24. aprīlis	24 de abril
Gerhards Šrēders	Gerhard Schröder
25. aprīlis	25 de abril
26. aprīlis	26 de abril
27. aprīlis	27 de abril
28. aprīlis	28 de abril
29. aprīlis	29 de abril
30. aprīlis	30 de abril
Dabiskais pavadonis	Satélite natural
Joahims Gauks	Joachim Gauck
Mašīnmācīšanās	Aprendizado de máquina
Kristians Vulfs	Christian Wulff
Horsts Kēlers	Horst Köhler
1. maijs	1 de maio
2. maijs	2 de maio
Kālija bromīds	Brometo de potássio
3. maijs	3 de maio
4. maijs	4 de maio
5. maijs	5 de maio
6. maijs	6 de maio
7. maijs	7 de maio
8. maijs	8 de maio
9. maijs	9 de maio
10. maijs	10 de maio
11. maijs	11 de maio
12. maijs	12 de maio
13. maijs	13 de maio
14. maijs	14 de maio
15. maijs	15 de maio
Titāns (pavadonis)	Titã (satélite)
Rihards fon Veiczekers	Richard von Weizsäcker
16. maijs	16 de maio
17. maijs	17 de maio
18. maijs	18 de maio
19. maijs	19 de maio
20. maijs	20 de maio
21. maijs	21 de maio
22. maijs	22 de maio
23. maijs	23 de maio
24. maijs	24 de maio
25. maijs	25 de maio
26. maijs	26 de maio
27. maijs	27 de maio
28. maijs	28 de maio
29. maijs	29 de maio
30. maijs	30 de maio
31. maijs	31 de maio
Kostroma	Kostroma
Kostromas apgabals	Oblast de Kostroma
Pols Makartnijs	Paul McCartney
Egons Krencs	Egon Krenz
21. decembris	21 de dezembro
Pijs XII	Papa Pio XII
Ērihs Honekers	Erich Honecker
Romas @@@u0026Lazio"	Società Sportiva Lazio
14. jūnijs	14 de junho
15. jūnijs	15 de junho
13. jūnijs	13 de junho
10. jūnijs	10 de junho
7. jūnijs	7 de junho
11. jūnijs	11 de junho
9. jūnijs	9 de junho
12. jūnijs	12 de junho
6. jūnijs	6 de junho
8. jūnijs	8 de junho
5. jūnijs	5 de junho
3. jūnijs	3 de junho
2. jūnijs	2 de junho
1. jūnijs	1 de junho
4. jūnijs	4 de junho
Ivanova	Ivanovo
Ringo Stārs	Ringo Starr
Neapole	Nápoles
22. decembris	22 de dezembro
SSC Napoli	Società Sportiva Calcio Napoli
Džordžs Harisons	George Harrison
1968. gads	1968
Frīdrihs Eberts	Friedrich Ebert
1967. gads	1967
1966. gads	1966
1965. gads	1965
1964. gads	1964
16. jūnijs	16 de junho
Ivanovas apgabals	Oblast de Ivanovo
Džons Franklins	John Franklin
Palermo	Palermo
30. jūnijs	30 de junho
Gausa izslēgšanas metode	Eliminação de Gauss
29. jūnijs	29 de junho
28. jūnijs	28 de junho
26. jūnijs	26 de junho
25. jūnijs	25 de junho
22. jūnijs	22 de junho
27. jūnijs	27 de junho
24. jūnijs	24 de junho
20. jūnijs	20 de junho
Pauls fon Hindenburgs	Paul von Hindenburg
23. jūnijs	23 de junho
19. jūnijs	19 de junho
18. jūnijs	18 de junho
21. jūnijs	21 de junho
17. jūnijs	17 de junho
Čaks Noriss	Chuck Norris
U.S. Città di Palermo	Unione Sportiva Città di Palermo
23. decembris	23 de dezembro
Vilhelms II Hohencollerns	Guilherme II da Alemanha
Gomeļa	Gomel
Brūss Viliss	Bruce Willis
Parma	Parma
Vladimira	Vladimir (cidade)
Arnolds Švarcenegers	Arnold Schwarzenegger
15. jūlijs	15 de julho
13. jūlijs	13 de julho
12. jūlijs	12 de julho
10. jūlijs	10 de julho
9. jūlijs	9 de julho
14. jūlijs	14 de julho
8. jūlijs	8 de julho
Parma FC	Parma Football Club
7. jūlijs	7 de julho
6. jūlijs	6 de julho
5. jūlijs	5 de julho
2. jūlijs	2 de julho
4. jūlijs	4 de julho
3. jūlijs	3 de julho
1. jūlijs	1 de julho
11. jūlijs	11 de julho
Vladimiras apgabals	Oblast de Vladimir
Peskāra	Pescara
24. decembris	24 de dezembro
Brēmerhāfene	Bremerhaven
Saša Greja	Sasha Grey
Watford F.C.	Watford Football Club
31. jūlijs	31 de julho
30. jūlijs	30 de julho
29. jūlijs	29 de julho
28. jūlijs	28 de julho
27. jūlijs	27 de julho
25. jūlijs	25 de julho
24. jūlijs	24 de julho
23. jūlijs	23 de julho
26. jūlijs	26 de julho
22. jūlijs	22 de julho
19. jūlijs	19 de julho
21. jūlijs	21 de julho
20. jūlijs	20 de julho
17. jūlijs	17 de julho
18. jūlijs	18 de julho
16. jūlijs	16 de julho
Skerņevice	Skierniewice
Futbols	Futebol
Luijs de Finess	Louis de Funès
AS Roma	Associazione Sportiva Roma
Minstere	Münster
X-faili. Slepenās lietas	The X-Files
25. decembris	25 de dezembro
Rjazaņa	Riazan
Augsburga	Augsburgo
Sjēna	Siena
Rjazaņas apgabals	Oblast de Riazan
1963. gads	1963
Lehs Kačiņskis	Lech Kaczyński
Menhengladbaha	Mönchengladbach
26. decembris	26 de dezembro
Holokausts	Holocausto
1962. gads	1962
Gelzenkirhene	Gelsenkirchen
IPhone	IPhone
Torino F.C.	Torino Football Club
Tula	Tula (Rússia)
Braunšveiga	Brunsvique
14. augusts	14 de agosto
15. augusts	15 de agosto
13. augusts	13 de agosto
12. augusts	12 de agosto
11. augusts	11 de agosto
10. augusts	10 de agosto
8. augusts	8 de agosto
7. augusts	7 de agosto
9. augusts	9 de agosto
5. augusts	5 de agosto
4. augusts	4 de agosto
2. augusts	2 de agosto
3. augusts	3 de agosto
6. augusts	6 de agosto
1. augusts	1 de agosto
Udīne	Údine
Džeronimo	Gerônimo
Tulas apgabals	Oblast de Tula
Brāļi Grimmi	Irmãos Grimm
Hemnica	Chemnitz
IPad	IPad
Udinese Calcio	Udinese Calcio
27. decembris	27 de dezembro
Brjanska	Briansk
Krēfelde	Krefeld
Madride	Madrid
Eltons Džons	Elton John
Brjanskas apgabals	Oblast de Briansk
Zemūdene	Submarino
16. augusts	16 de agosto
Coca-Cola	Coca-Cola
Halle	Halle an der Saale
29. augusts	29 de agosto
