Αφρική	África
Ουράνιο τόξο	Arco-íris
Μολυβδαίνιο	Molibdênio
Τεχνήτιο	Tecnécio
Αμβούργο	Hamburgo
Μεταβολισμός	Metabolismo
Ναρέντρα Μόντι	Narendra Modi
Ανοσοποιητικό σύστημα	Sistema imunitário
Γκουτζαράτ	Gujarate
Λίμνη Οντάριο	Lago Ontário
Εξέλιξη	Evolução
Αλεσσάντρο Μαντσόνι	Alessandro Manzoni
Οργανισμός Ηνωμένων Εθνών	Organização das Nações Unidas
Λίμνη Σουπίριορ	Lago Superior
Δάντης Αλιγκέρι	Dante Alighieri
Γεωλογία	Geologia
Αχμενταμπάντ	Ahmedabad
Γεωγραφία	Geografia
Καρδιά	Coração
Εγκέφαλος	Cérebro
Δέρμα	Pele
Χρώμα	Cor
Breaking Bad	Breaking Bad
Σαλέρνο	Salerno
Ουσιαστικό	Substantivo
Πράγα	Praga
Ρουθήνιο	Rutênio
Ρόδιο	Ródio
Μπλε	Azul
Παλλάδιο	Paládio
Άργυρος	Prata
Κάδμιο	Cádmio
Σταρ Τρεκ	Star Trek
Λιμβουργία (Ολλανδία)	Limburgo (Países Baixos)
Ίνδιο	Índio (elemento químico)
Λιμβουργία (Βέλγιο)	Limburgo (Bélgica)
Κασσίτερος	Estanho
Ουράνιο	Urânio
Αντιμόνιο	Antimônio
Τελλούριο	Telúrio
Βόρεια Βραβάντη	Brabante do Norte
Πλουτώνιο	Plutónio
Ιώδιο	Iodo
Ποσειδώνιο	Neptúnio
Ξένο	Xenônio
Άνιμε	Anime
Καίσιο	Césio
Πρωτακτίνιο	Protactínio
Ηλεκτρικό φορτίο	Carga elétrica
Βάριο	Bário
Δυτική Φλάνδρα	Flandres Ocidental
Ανατολική Φλάνδρα	Flandres Oriental
Θόριο	Tório
Αμβέρσα (επαρχία)	Antuérpia (província)
Φλαμανδική Βραβάντη	Brabante Flamengo
Άφνιο	Háfnio
Ακτίνιο (στοιχείο)	Actínio
Βαλλωνική Βραβάντη	Brabante Valão
Ταντάλιο	Tântalo (elemento químico)
Μπιλ Κλίντον	Bill Clinton
Ναμύρ (επαρχία)	Namur (província)
Λουξεμβούργο (Βελγική επαρχία)	Luxemburgo (Bélgica)
Λιέγη (επαρχία)	Liège (província)
Ράδιο	Rádio (elemento químico)
Αινώ	Hainaut
Ραδόνιο	Rádon
Λωρραίνη (περιοχή)	Lorena (França)
Ουνουνέννιο	Ununénnio
Αλσατία	Alsácia
Ζαν Φιλίπ Ραμώ	Jean-Philippe Rameau
Ουνμπινίλιο	Unbinílio
Ίντιρα Γκάντι	Indira Gandhi
Εκτόρ Μπερλιόζ	Hector Berlioz
Μουμπάι	Bombaim
Παγκόσμια Ομοσπονδία Κλασικού Αθλητισμού	Associação Internacional de Federações de Atletismo
Άντρα Πραντές	Andra Pradexe
Αρουνάτσαλ Πραντές	Arunachal Pradesh
Ασσάμ	Assam
Μπιχάρ	Bihar
Μίσιγκαν	Michigan
Τσατίσγκαρ	Chhattisgarh
Λίμνη Μίσιγκαν	Lago Michigan
Γκόα	Goa
Βουργουνδία	Borgonha
Χαρυάνα	Haryana
Χιμάτσαλ Πραντές	Himachal Pradesh
Μωρίς Ραβέλ	Maurice Ravel
Ακουιτανία	Aquitânia
Γιαμού και Κασμίρ	Jammu e Caxemira
Πουέρτο Ρίκο	Porto Rico
Τζαρκάντ	Jharkhand
Καρνάτακα	Karnataka
Κεράλα	Querala
Μάντια Πραντές	Madhya Pradesh
Γιουσέιν Μπολτ	Usain Bolt
Μαχαράστρα	Maharashtra
Ζαν Μπατίστ Λυλί	Jean-Baptiste Lully
Μανιπούρ	Manipur
Σλέσβιχ-Χόλσταϊν	Schleswig-Holstein
Μεγκαλάγια	Meghalaya
Μεκλεμβούργο-Δυτική Πομερανία	Mecklemburgo-Pomerânia Ocidental
Κάτω Σαξωνία	Baixa Saxônia
Βόρεια Ρηνανία-Βεστφαλία	Renânia do Norte-Vestfália
Έσση	Hesse
Ρηνανία-Παλατινάτο	Renânia-Palatinado
Σάαρλαντ	Sarre
Σαξονία	Saxônia
Τζον Λένον	John Lennon
Ιλινόι	Illinois
Θουριγγία	Turíngia
Σαξωνία-Άνχαλτ	Saxônia-Anhalt
Βόρεια Ντακότα	Dakota do Norte
Βραδεμβούργο	Brandemburgo
Βρέμη (ομόσπονδο κρατίδιο)	Bremen (estado)
Λομβαρδία	Lombardia
Νότια Ντακότα	Dakota do Sul
Μοντάνα	Montana
Ουαϊόμινγκ	Wyoming
Πεδεμόντιο	Piemonte
Ιερουσαλήμ	Jerusalém
Τζόρτζιο Ναπολιτάνο	Giorgio Napolitano
Αϊντάχο	Idaho
Κοιλάδα της Αόστα	Vale de Aosta
Ουάσινγκτον (πολιτεία)	Washington
Κάρλο Ατσέλιο Τσιάμπι	Carlo Azeglio Ciampi
Μπρους Σπρίνγκστιν	Bruce Springsteen
Ραδερφόρντιο	Rutherfórdio
Νεβάδα	Nevada
Ντον	Rio Don
Φραντσέσκο Κοσίγκα	Francesco Cossiga
Ντούμπνιο	Dúbnio
Σιμπόργκιο	Seabórgio
Τζοβάνι Λεόνε	Giovanni Leone
Τρεντίνο-Άλτο Άντιτζε	Trentino-Alto Ádige
Τζιουζέπε Σάραγκατ	Giuseppe Saragat
Ινδικός Ωκεανός	Oceano Índico
Βένετο	Vêneto
Κόσοβο	Kosovo
Καραϊβική Θάλασσα	Mar do Caribe
Μπόριο	Bóhrio
Φρίουλι-Βενέτσια Τζούλια	Friul-Veneza Júlia
Χάσιο	Hássio
Μπαν Κι-μουν	Ban Ki-moon
Κόφι Ανάν	Kofi Annan
Κοσσυφοπέδιο και Μετόχια	Província Autônoma de Kosovo e Metohija
Λιγουρία	Ligúria
Μπούτρος Μπούτρος - Γκάλι	Boutros Boutros-Ghali
Μαϊτνέριο	Meitnério
Κουρτ Βαλντχάιμ	Kurt Waldheim
Κολοράντο	Colorado
Εμίλια-Ρομάνια	Emília-Romanha
Ου Θαντ	U Thant
Ποταμός Κολοράντο	Rio Colorado
Νταρμστάντιο	Darmstácio
Νταγκ Χάμαρσκελντ	Dag Hammarskjöld
Φρεντερίκ Σοπέν	Frédéric Chopin
Ρεντγκένιο	Roentgênio
Τοσκάνη	Toscana
Λέοναρντ Κόεν	Leonard Cohen
Κοπερνίκιο	Copernício
Μάρκε	Marcas
Ούμπρια	Úmbria
Λάτιο	Lácio
Δολομίτες	Dolomitas
Αμπρούτσο	Abruzos
Απέννινα όρη	Apeninos
Άλπεις	Alpes
Γιανσενισμός	Jansenismo
Καρπάθια Όρη	Cárpatos
Γκρενόμπλ	Grenoble
Μπλεζ Πασκάλ	Blaise Pascal
Φλαμανδικό Κοινοβούλιο	Parlamento Flamengo
Ντάμα (παιχνίδι)	Damas
Ντόρτμουντ	Dortmund
Γάνδη	Gante
Σικάγο	Chicago
The Beatles	The Beatles
Ουνούντριο	Unúntrio
Φλερόβιο	Fleróvio
Ουνουνπέντιο	Ununpêntio
Λιβερμόριο	Livermório
Ουνουνσέπτιο	Ununséptio
Ουνουνόκτιο	Ununóctio
Κόμο	Como
Μάαστριχτ	Maastricht
Άρνεμ	Arnhem
Χειμώνας	Inverno
Άνοιξη	Primavera
Καλοκαίρι	Verão
Φθινόπωρο	Outono
Ισημερία	Equinócio
Σαντάμ Χουσεΐν	Saddam Hussein
Οσάμα μπιν Λάντεν	Osama bin Laden
Ισπανική γλώσσα	Língua castelhana
Φρίντριχ Χάγιεκ	Friedrich Hayek
Μοντεβιδέο	Montevidéu
Γιόχαν Σεμπάστιαν Μπαχ	Johann Sebastian Bach
Αντόνιο Βιβάλντι	Antonio Vivaldi
Τολιάττι	Togliatti
Πίτσμπεργκ	Pittsburgh
Όπερα	Ópera
Φιλαδέλφεια (Πενσυλβάνια)	Filadélfia
Καλκούτα	Calcutá
Opel Astra	Opel Astra
Τσεννάι	Chennai
Δελχί	Deli
Ντάκα	Daca
Μπανγκαλόρ	Bangalore
Δυτική Βεγγάλη	Bengala Ocidental
Αράχνη	Aranha
Αραχνίδια	Aracnídeos
Αρθρόποδα	Artrópode
Χαϊντεραμπάντ (Ινδία)	Hyderabad (Andhra Pradesh)
Ισλαμαμπάντ	Islamabad
Τρίπουρα	Tripura
Καρπός	Fruto
Μαϊμού	Macaco
Χρήμα	Dinheiro
Βιρτζίνια	Virgínia
Δυτική Βιρτζίνια	Virgínia Ocidental
Μάττερχορν	Matterhorn
Λίμνη Χιούρον	Lago Huron
Νέα Υόρκη (πολιτεία)	Nova Iorque (estado)
Δημήτριο	Cério
Πρασεοδύμιο	Praseodímio
Ρόουντ Άιλαντ	Rhode Island
Νεοδύμιο	Neodímio
Έντομα	Insetos
Μέριλαντ	Maryland
Ντέλαγουερ	Delaware
Βλαντιμίρ Λένιν	Lenin
Ευρώπιο	Európio
Οχάιο	Ohio
Βιργίλιος	Virgílio
Νικολό Μακιαβέλι	Nicolau Maquiavel
Πενσυλβάνια	Pensilvânia
Πετράρχης	Francesco Petrarca
Βοκάκιος	Giovanni Boccaccio
Λουίτζι Πιραντέλλο	Luigi Pirandello
Οκταβιανός Αύγουστος	Augusto
Microsoft Windows	Microsoft Windows
Τιβέριος Καίσαρας Αύγουστος	Tibério
Νιου Τζέρσεϊ	Nova Jérsia
Γάιος Καλιγούλας	Calígula
Γιβραλτάρ	Gibraltar
Κλαύδιος	Cláudio
Φινλανδική γλώσσα	Língua finlandesa
Νέρων	Nero
Γάλβας	Galba
Ιντιάνα	Indiana
Μάρκος Σάλβιος Όθων	Otão
Βιτέλλιος	Vitélio
Nokia	Nokia
Βεσπασιανός	Vespasiano
Αυτοκίνητο	Automóvel
Τίτος	Tito (imperador)
Γιουβέντους	Juventus Football Club
Δομιτιανός	Domiciano
Νέρβας	Nerva
Τραϊανός	Trajano
Ρότζερ Φέντερερ	Roger Federer
Αδριανός	Adriano
Τζόρτζια	Geórgia (Estados Unidos)
Αντωνίνος Πίος	Antonino Pio
Μάρκος Αυρήλιος	Marco Aurélio
KDE	KDE
Λούκιος Βήρος	Lúcio Vero
Κόμμοδος	Cómodo
Ζάγκρεμπ	Zagreb
Πέρτιναξ	Pertinax
Ρατζαστάν	Rajastão
Καμπανία (Ιταλία)	Campânia
Τέξας	Texas
Δίδιος Ιουλιανός	Dídio Juliano
Σεπτίμιος Σεβήρος	Septímio Severo
Μολίζε	Molise
Ταμίλ Ναντού	Tamil Nadu
Καρακάλλας	Caracala
Απουλία	Apúlia
Γένοβα	Génova
Πινατούμπο	Pinatubo
Μπαζιλικάτα	Basilicata
Βόρεια Καρολίνα	Carolina do Norte
Χόκεϊ επί χόρτου	Hóquei em campo
Νότια Καρολίνα	Carolina do Sul
ΟΚ Σαμπντόρια	Unione Calcio Sampdoria
Καλαβρία	Calábria
Σικελία	Sicília
Μανίλα	Manila
Σαρδηνία	Sardenha
Φερδινάντο Μάρκος	Ferdinando Marcos
Μπενίνιο Ακίνο ο Τρίτος	Noynoy Aquino
Ουνμπιούνιο	Unbiúnio
Λίγηρας	Rio Loire
Μαουρίτς Κορνέλις Έσερ	Maurits Cornelis Escher
Σηκουάνας	Sena
Νόσος του Crohn	Doença de Crohn
Ελκώδης κολίτιδα	Colite ulcerosa
Μπορντό	Bordéus
Κορασόν Ακίνο	Corazón Aquino
Μαγιόν	Vulcão Mayon
Συστηματικός ερυθηματώδης λύκος	Lúpus eritematoso sistêmico
Μπουένος Άιρες	Buenos Aires
Χάκερ	Hacker
Πόλη του Μεξικού	Cidade do México
Τόκιο	Tóquio
Λα Πας	La Paz
Βαρκελώνη	Barcelona
Μισισίπι	Mississippi
Φερδινάνδος Μαγγελάνος	Fernão de Magalhães
Ποταμός Μισσισσιππής	Rio Mississippi
Ούταρ Πραντές	Uttar Pradesh
Ουταράχαντ	Uttarakhand
Μιζόραμ	Mizoram
Σικκίμ	Siquim
Παταγονία	Patagónia
Τενεσί	Tennessee
Ρίχαρντ Βάγκνερ	Richard Wagner
Ρόμπερτ Λούις Στίβενσον	Robert Louis Stevenson
Ναγκπούρ	Nagpur
Τζάνις Τζόπλιν	Janis Joplin
Αμπιτζάν	Abidjã
Άμπου Ντάμπι	Abu Dhabi
Αστανά	Astana
Νέο Μεξικό	Novo México
Ραμσής Β΄	Ramsés II
Αθήνα	Atenas
Μινεσότα	Minnesota
Βαγδάτη	Bagdá
Ραμσής Δ΄	Ramsés IV
Καράκας	Caracas
Συγχρονισμένος Παγκόσμιος Χρόνος	Tempo Universal Coordenado
Ουισκόνσιν	Wisconsin
Πούνε	Pune
Μάρκος Τύλλιος Κικέρων	Cícero
ΑΚ Μίλαν	Associazione Calcio Milan
Τόνι Γκαρνιέ	Tony Garnier
Αϊόβα	Iowa
Νεμπράσκα	Nebraska
Πόλη της Γουατεμάλας	Cidade da Guatemala
Κάνσας	Kansas
Αβάνα	Havana
Καπνός (φυτό)	Tabaco
Χίντι	Língua hindi
Μαράτι (γλώσσα)	Língua marata
Internet Explorer	Internet Explorer
Τσιγάρο	Cigarro
Γκανέσα	Ganexa
Μιζούρι (πολιτεία)	Missouri
Γκέοργκ Ωμ	Georg Simon Ohm
Λουιζιάνα	Luisiana
Λουίτζι Γκαλβάνι	Luigi Galvani
Ναγκαλάντ	Nagaland
Κεντάκι	Kentucky
Alfa Romeo 159	Alfa Romeo 159
Αρκάνσας	Arkansas
Νηλ Άρμστρονγκ	Neil Armstrong
Ούρντου γλώσσα	Língua urdu
Τσαρλς Λίντμπεργκ	Charles Lindbergh
Εντίθ Πιάφ	Édith Piaf
Όσιγιεκ	Osijek
Έλβας	Rio Elba
Ριέκα	Rijeka
Οκλαχόμα	Oklahoma
Γιόχαν Μπλέικ	Yohan Blake
Τζάστιν Γκάτλιν	Justin Gatlin
Δούναβης	Rio Danúbio
Κιράνι Τζέιμς	Kirani James
Πεένε	Rio Peene
Σπλιτ	Split
Ρουρ	Rio Ruhr
Ζακ Μπρελ	Jacques Brel
Μοζέλλας (ποταμός)	Rio Mosela
Μάιν	Rio Meno
Μοχάμεντ Μο Φάρα	Mo Farah
Νέκαρ	Rio Neckar
Άαρ	Rio Aar
Χάβελ	Rio Havel
Σπρέε	Rio Spree
Φέλιξ Σάντσες	Félix Sánchez
Βόρεια Θάλασσα	Mar do Norte
Περιφέρεια Μόσχας	Oblast de Moscou
Κίελο	Kiel
Σβερίν	Schwerin
Πότσδαμ	Potsdam
Αννόβερο	Hanôver
Ντίσελντορφ	Düsseldorf
Μάιντς	Mainz
Βίζμπαντεν	Wiesbaden
Ντουμπρόβνικ	Dubrovnik
Σααρμπρύκεν	Saarbrücken
Μόναχο	Munique
Περιφέρεια Σαμάρα	Oblast de Samara
Έρφουρτ	Erfurt
Δρέσδη	Dresden
Μαγδεβούργο	Magdeburgo
Πετοσφαίριση	Voleibol
Ίνσμπρουκ	Innsbruck
Μπρέγκεντζ	Bregenz
Μουτάζ Εσά Μπαρσίμ	Mutaz Essa Barshim
Uchiha Sasuke	Sasuke Uchiha
Βιέννη	Viena
Ρενό Λαβιλενί	Renaud Lavillenie
Μαντόνα	Madonna
Κοπεγχάγη	Copenhaga
Περιφέρεια Καλίνινγκραντ	Oblast de Kaliningrado
Μακρίνος	Macrino
Στοκχόλμη	Estocolmo
Ελσίνκι	Helsínquia
Περιφέρεια Μούρμανσκ	Oblast de Murmansk
Δουβλίνο	Dublin
Ηλιογάβαλος	Heliogábalo
Μούρμανσκ	Murmansk
Ρέικιαβικ	Reykjavík
Ρόμπερτ Χάρτινγκ	Robert Harting
Hatake Kakashi	Kakashi Hatake
Έλλα Φιτζέραλντ	Ella Fitzgerald
Αλέξανδρος Σεβήρος	Alexandre Severo
Ταλίν	Tallinn
Ρίγα	Riga
Ζανζιβάρη	Zanzibar
Μαξιμίνος Θραξ	Maximino Trácio
Λούις Άρμστρονγκ	Louis Armstrong
Μπρατισλάβα	Bratislava
Βουδαπέστη	Budapeste
Γορδιανός Α΄	Gordiano I
Κόζι Μουροφούσι	Koji Murofushi
Σαρλ Αζναβούρ	Charles Aznavour
Άστον Ήτον	Ashton Eaton
Γκντανσκ	Gdańsk
Φραγκφούρτη	Frankfurt am Main
Πουπιένος	Pupieno
Βρότσλαβ	Breslávia
Κοτσί	Cochim
Λανθάνιο	Lantânio
Γορδιανός Β΄	Gordiano II
Βαλβίνος	Balbino
Προμήθειο	Promécio
Αστρονομική μονάδα	Unidade astronômica
Γορδιανός Γ΄	Gordiano III
Σαιν-Τροπέ	Saint-Tropez
Φίλιππος ο Άραβας	Filipe, o Árabe
Σαμάριο	Samário
Καλίνινγκραντ	Kaliningrado
Δέκιος	Décio
Γαδολίνιο	Gadolínio
Death Note	Death Note
Ζινεντίν Ζιντάν	Zinédine Zidane
Τέρβιο	Térbio
Λουξεμβούργο (πόλη)	Luxemburgo (cidade)
Δυσπρόσιο	Disprósio
Βαντούζ	Vaduz
Αγία Γραφή	Bíblia
Όλμιο	Hólmio
Άγιος Μαρίνος (πόλη)	San Marino (cidade)
Έρβιο	Érbio
Πνομ Πεν	Phnom Penh
Αρχάγγελσκ	Arcangel
Αστρονομία ακτίνων Χ	Astronomia de raios-X
Θούλιο	Túlio
Χο Τσι Μιν (πόλη)	Cidade de Ho Chi Minh
Υττέρβιο	Itérbio
Λουτήτιο	Lutécio
Ανόι	Hanói
Αληθινή Εκκλησία του Ιησού	Verdadeira Igreja de Jesus
Αγγλική γλώσσα	Língua inglesa
Μπανγκόκ	Banguecoque
Ανδόρρα λα Βέλια	Andorra-a-Velha
Κουάλα Λουμπούρ	Kuala Lumpur
Ταϊπέι	Taipé
Αμερίκιο	Amerício
Οδησσός	Odessa
Περιφέρεια Αρχάγγελσκ	Oblast de Arkhangelsk
Κιούριο	Cúrio
Ντονγκ Χόι	Dong Hoi
Κονσεπσιόν	Concepción (Chile)
Μπερκέλιο	Berquélio
Αταλάντα ΜΚ	Atalanta Bergamasca Calcio
Καλιφόρνιο	Califórnio
Διπλωματικές σχέσεις	Diplomacia
Μπολόνια	Bolonha
Αϊνσταΐνιο	Einstênio
Μπολόνια ΦΚ 1909	Bologna Football Club 1909
Πετροζαβόντσκ	Petrozavodsk
Φέρμιο	Férmio
Κάλιαρι	Cagliari
Μεντελέβιο	Mendelévio
Κίεβο	Kiev
Κάλιαρι Κάλτσιο	Cagliari Calcio
Νομπέλιο	Nobélio
Κατάνια	Catânia
Οντάριο	Ontário
Λωρένσιο	Laurêncio
Καζέρτα	Caserta
Ουγκό Λορίς	Hugo Lloris
Ματιέ Ντεμπυσί	Mathieu Debuchy
Γιοάν Καμπάιγ	Yohan Cabaye
Ολιβιέ Ζιρού	Olivier Giroud
Καρίμ Μπενζεμά	Karim Benzema
Δημοκρατία της Καρελίας	República da Carélia
Λοράν Κοσιελνί	Laurent Koscielny
Πατρίς Εβρά	Patrice Evra
Φρανκ Ριμπερί	Franck Ribéry
Ματιέ Βαλμπουενά	Mathieu Valbuena
Σαμίρ Νασρί	Samir Nasri
Ζερεμί Μενέζ	Jérémy Ménez
Στεβ Μανταντά	Steve Mandanda
Χατέμ Μπεν Αρφά	Hatem Ben Arfa
Οττάβα	Ottawa
Σίντνεϊ Γκοβού	Sidney Govou
Ερίκ Αμπιντάλ	Éric Abidal
Τζιμπρίλ Σισέ	Djibril Cissé
Νικολά Ανελκά	Nicolas Anelka
Αντρέ-Πιερ Ζινιάκ	André-Pierre Gignac
Δορυφόροι του Δία	Satélites de Júpiter
Τζούμπα	Juba (Sudão do Sul)
Μανιτόμπα	Manitoba
Αλμπέρτα	Alberta
Νέα Σκωτία	Nova Escócia
Γερεβάν	Erevan
Κονσκοβόλα	Końskowola
Νταρ ες Σαλάμ	Dar es Salaam
Χαρτούμ	Cartum
Νιου Μπράνσγουικ	Nova Brunswick
Φόρμουλα 1	Fórmula 1
Δορυφόροι του Κρόνου	Satélites de Saturno
Βρετανική Κολομβία	Colúmbia Britânica
Νήσος του Πρίγκηπα Εδουάρδου	Ilha do Príncipe Eduardo
Σταντ ντε Ζερλάν	Stade de Gerland
2000	2000
2003	2003
2002	2002
2001	2001
Σασκάτσουαν	Saskatchewan
2012	2012
Κισιμότο Μασάσι	Masashi Kishimoto
2011	2011
2010	2010
2009	2009
Διοξείδιο του άνθρακα	Dióxido de carbono
2013	2013
2014	2014
2015	2015
Νέα Γη και Λαμπραντόρ	Terra Nova e Labrador
2008	2008
JavaScript	JavaScript
