ఆఫ్రికా	África
సిట్రిక్ ఆమ్లం	Ácido cítrico
నీటి కాసులు	Glaucoma
గిల్‌గమేష్‌	Gilgamesh
బద్దెపురుగు	Cestoda
విద్యుత్ కేంద్రం	Usina
కవలలు	Gêmeos
సర్ఫింగ్	Surfe
దేశాల జాబితా - ఐక్య రాజ్య సమితి సభ్యులు	Estados-membros das Nações Unidas
నీడ	Sombra
ఎండుగడ్డి	Palha
బుకర్ బహుమతి	Prémio Man Booker
సింకోనా	Cinchona
మైదానం	Planície
గర్భాశయ కాన్సర్	Câncer cervical
పుదీనా	Hortelã-verde
రాయల్ బ్యాంక్ ఆఫ్ స్కాట్లాండ్	Royal Bank of Scotland
అపాన వాయువు	Flatulência
రామావతారము	Rama
స్టెఫెనీ మేయర్	Stephenie Meyer
దమ్మామ్	Dammam
బొత్తం	Botão
ముహమ్మద్ అలీ జిన్నా	Muhammad Ali Jinnah
ది డా విన్సీ కోడ్ (చలనచిత్రం)	O Código Da Vinci (filme)
సీస్మోమీటర్	Sismógrafo
మొండెం	Tronco (anatomia)
రీడ్ ఓన్లీ మెమరీ	Memória somente de leitura
రూబి (కంప్యూటర్ భాష)	Ruby (linguagem de programação)
నగరీకరణ	Urbanização
ప్రతి ద్రవ్యోల్బణం	Deflação
ఆర్టోకార్పస్	Artocarpus
బిళ్ళ గన్నేరు	Catharanthus roseus
పెటూనియా	Petúnia
కాకివెదురు	Cana-do-reino
అమెరికా కలబంద	Agave americana
రేల	Cássia-imperial
రహస్య సంకేత పదం	Senha
ఐపోమియా	Ipomoea
సర్రెసీనియా	Sarracenia
అనకార్డియమ్	Anacardium
మెనియాంథేసి	Menyanthaceae
కార్థమస్	Carthamus
వర్ణకాలు	Pigmento
కర్బూజ	Cucurbita maxima
జుమికి పువ్వు	Passiflora
పెడాలియేసి	Pedaliaceae
బెగోనియేసి	Begoniaceae
దంతపు తాటి	Phytelephas
యుట్రిక్యులేరియా	Utricularia
కామాక్షి	Cycas circinalis
లెమ్నా	Lemna
ఫార్మాల్డిహైడ్	Metanal
కొఱ్ఱలు	Setaria italica
మిరిస్టికేసి	Myristicaceae
డయోస్కోరియేసి	Dioscoreaceae
సైపరస్	Cyperus
అకాలిఫా	Acalypha
ఫార్మిక్ ఆమ్లం	Ácido metanoico
బర్సెరసి	Burseraceae
ఎమ్మారై	Imagem por ressonância magnética
కెప్పారేసి	Capparaceae
లాక్టికామ్లం	Ácido láctico
కోణీయ ద్రవ్యవేగం	Momento angular
రెక్క	Asa
క్రెడిట్ కార్డు	Cartão de crédito
కృష్ణ వస్తువు (బ్లాక్ బాడీ)	Corpo negro
ఆభరణాలు	Joalharia
ప్రస్తారణ	Permutação
యుద్ధం మరియు శాంతి (వార్ అండ్ పీస్)	Guerra e Paz
భూగర్భ జలం	Água subterrânea
అట్రోపా	Atropa
మామిడి	Mangifera
శివలింగపుష్పం	Abricó-de-macaco
పాదరక్షలు	Calçado
లెసిథిడేసి	Lecythidaceae
వెనిలా	Vanilla
వాచ్‌మెన్ (చిత్రం)	Watchmen (filme)
స్టెతస్కోప్	Estetoscópio
అలహాబాదు	Allahabad
డ్రీం థియేటర్	Dream Theater
భుజాస్థి	Úmero
బ్లెక్ లైవ్లీ	Blake Lively
వ్యాపనము	Difusão molecular
సోనియా గాంధీ	Sonia Gandhi
బలూచిస్తాన్ (పాకిస్తాన్)	Baluchistão (Paquistão)
జెస్సికా బీల్	Jessica Biel
ఈవా లంగోరియా	Eva Longoria
పిపెట్	Pipeta
జింజిబర్	Zingiber
రక్తపింజరి	Viperidae
వోల్వో	Volvo
ద డార్క్ నైట్	The Dark Knight
ఈస్టర్ ఎగ్	Ovo de Páscoa
బాలగ్రంధి	Timo
అలెగ్జాండర్ పోప్	Alexander Pope
సంధ్యాసమయం	Crepúsculo
అనుభవం	Experiência (filosofia)
కూర	Caril
వాల్ స్ట్రీట్ జర్నల్	Wall Street Journal
సాంఖ్య దర్శనము	Samkhya
ఆలివెర్ ట్విస్ట్	Oliver Twist
గ్రీన్‌హౌస్(హరితగృహం)	Estufa
యాంగ్రీ బర్డ్స్	Angry Birds
ఈక్విడే	Equidae
యూరో కార్డేటా	Urochordata
గ్రంథివాపు వ్యాధి	Bócio
అవెంజ్డ్ సెవెన్ ఫోల్డ్	Avenged Sevenfold
రూటా	Ruta
నెవర్ బ్యాక్ డౌన్ (2008 చలనచిత్రం)	Never Back Down
గుమ్మడి	Abóbora
బోలు ఎముకల వ్యాధి	Osteoporose
పులుసునిమ్మ	Lima comum
కార్బ్యురేటర్‌	Carburador
కలము	Caneta
యుడికాట్స్	Eudicotiledôneas
అజాన్	Adhan
అడోబ్ ఫ్లాష్	Adobe Flash
పట్టకం	Prisma (óptica)
ఆకలి	Fome
జెనోఫోబియా	Xenofobia
రక్తస్రావం	Hemorragia
వాషింగ్టన్ పోస్ట్	The Washington Post
అమ్మీటరు	Amperímetro
ఏడు ఘోరమైన పాపాలు	Pecado capital
పలాయన వేగము	Velocidade de escape
సూర్యాస్తమయం	Pôr do sol
సరఫరా మరియు గిరాకీ	Lei da oferta e da procura
భూతద్దం	Lupa
సూయిడే	Suidae
గజ్జి	Sarna
గ్రీన్‌హౌస్ వాయువు	Gases do efeito estufa
సహస్రపాదులు	Diplópode
బార్బీ	Barbie
శాప్(SAP)	SAP ERP
హ్యాపీ బర్త్‌డే టూ యూ	Parabéns a Você
ఒసిఆర్(OCR)	Reconhecimento ótico de caracteres
దేశాల జాబితా – తలసరి కార్బన్ డయాక్సైడ్ ఎమిషన్	Lista de países por emissões de dióxido de carbono per capita
విజయనగర సామ్రాజ్యము	Reino de Bisnaga
తిరువనంతపురం	Thiruvananthapuram
కర్బన వలయం	Ciclo do carbono
ఆర్థోప్టెరా	Orthoptera
కండ్లకలక	Conjuntivite
తాత	Avós
ట్రాన్‌స్పిరేషన్(బాష్పోత్సేకం)	Transpiração
తాయ్ చి చువాన్	Tai chi chuan
కరువు	Carestia
హ్రస్వదృష్టి	Miopia
శ్వాసకోశ చేప	Dipnoicos
లంగరు	Âncora
చెవిపోగు	Brinco
నిచ్చెన	Escada de mão
బొమ్మ	Boneca
అనాఫిలాక్సిస్	Anafilaxia
జెస్సికా సింప్సన్	Jessica Simpson
ఆల్బుమిన్	Albumina
జియా	Zea (desambiguação)
ఎలక్ట్రానిక్ న్యూమెరికల్ ఇంటిగ్రేటర్ అండ్ కంప్యూటర్‌	ENIAC
యూనిఫైడ్ మాడలింగ్ లాంగ్వేజ్	UML
అటవీ నిర్మూలన	Desflorestação
కేట్ హడ్సన్	Kate Hudson
దావానలం	Incêndio florestal
పరిధీయ నాడీ వ్యవస్థ	Sistema nervoso periférico
ఆక్సిటోసిన్	Ocitocina
జాసన్ స్టాథమ్	Jason Statham
దక్కన్ పీఠభూమి	Decão
కోరియోలిస్ ప్రభావం	Força inercial de Coriolis
హిజాజ్	Hejaz
డార్జిలింగ్	Darjeeling
క్రొమటోగ్రఫి	Cromatografia
శ్రీనగర్	Srinagar
జలశక్తి	Energia hidráulica
డిమిటార్ బెర్బటోవ్	Dimitar Berbatov
టార్జాన్	Tarzan
పాముల గద్ద	Águia-cobreira
ప్రజ్ఞాన సూచీ	Quociente de inteligência
జెంటూ లినక్స్	Gentoo Linux
రివాల్వర్ (పిస్తోలు)	Revólver
లయ	Ritmo
ఫిలిప్స్	Philips
పరభక్షకాలు	Predação
ట్రాన్స్ సంగీతం	Trance
స్క్రాబుల్	Scrabble
అగర్తలా	Agartala
వేప	Neem
తేనె గద్ద	Tartaranhão-apívoro
చిమ్నీ	Chaminé
పార్వతి	Parvati
శరీరం	Corpo
ఫెంగ్ షుయ్	Feng shui
కన్య	Virgindade
బహుభార్యాత్వం	Poligamia
కోల్లెజ్	Colagem
వంగ మామిడి	Mangostão
తలతన్యత	Tensão superficial
ఎక్స్ఎఫ్‌సిఇ(Xfce)	Xfce
డౄపల్	Drupal
ఆవశ్యక నూనె	Óleo essencial
వడ్డీ	Juro
రోబోటిక్స్	Robótica
కిరీటము	Coroa (monarquia)
టాయ్ స్టోరీ	Toy Story
బ్లాగర్	Blogger
నాగార్జునుడు	Nagarjuna
బాణభట్టుడు	Banabhatta
ది ప్రిన్సెస్ ఎండ్ ది ఫారేగ్	A Princesa e o Sapo
రోమన్ అబ్రమోవిచ్	Roman Abramovich
ప్రవాళం	Coral
లెవెల్ క్రాసింగ్	Passagem de nível
వీయల్సీ మాధ్యమ ప్రదర్శకం	VLC
పరుపు	Colchão
ప్రొద్దు తిరుగుడు	Girassol
ప్రమాదము	Acidente
సట్లెజ్ నది	Rio Sutlej
భుబనేశ్వర్	Bhubaneswar
ఆగ్రా కోట	Forte de Agra
భారత జాతీయ చిహ్నం	Brasão de armas da Índia
ఫ్రాంఛైజింగ్	Franquia
గిన్నికోడి	Numididae
దాగుడుమూతలు	Esconde-esconde
విరామ బిందువు	Ponto final
బైతుల్-ముఖద్దస్	Cúpula da Rocha
వించెస్టర్	Winchester
పగడపు దీవులు	Ilhas do Mar de Coral
ది షాషాంక్ రిడంప్షన్	The Shawshank Redemption
లేడీ అండ్ ది ట్రాంప్	A Dama e o Vagabundo
బురఖా	Hijab
బొడ్డు తాడు	Cordão umbilical
అంగిలి	Palato
ఏమీ లీ	Amy Lee
భూతవైద్యం	Exorcismo
థార్ ఎడారి	Deserto do Thar
ఓ.హెన్రీ	O. Henry
హూవర్ డామ్	Represa Hoover
చీర	Sári
చీపురు	Vassoura
ప్యోతర్ కపిత్సా	Pyotr Kapitsa
అనునాదం	Ressonância
కడుపులో పుండు	Úlcera péptica
బ్రాంకైటిస్	Bronquite
మగ్గం	Tear
వ్యవసాయశాస్త్రం	Agronomia
విజయ్ మాల్య	Vijay Mallya
బ్లెండర్	Blender
ప్రాట్ & విట్నీ	Pratt & Whitney
మేరీ కస్సట్	Mary Cassatt
కంటిపాప	Pupila
బంగారు ప్రమాణం	Padrão-ouro
ఆహార సంరక్షణ	Conservação de alimentos
చేతి బాంబు	Granada de mão
మోనికా సెలెస్	Monica Seles
అన్నవాహిక	Esófago
అపోసైనేసి	Apocynaceae
కర్ణభేరి	Membrana timpânica
వ్యాసార్థము	Raio (geometria)
టెన్నిసన్	Alfred Tennyson
ఫైసలాబాద్	Faisalabad
జీన్‌ టిరోల్‌	Jean Tirole
ప్రేమ్‌చంద్	Munshi Premchand
రాంచీ	Ranchi
తౌహీద్	Tawhid
బెసిడియోమైకోటా	Basidiomycota
తైల చిత్రలేఖనం	Pintura a óleo
యునివర్సిటీ ఆఫ్ కాలిఫోర్నియా, లాస్ ఏంజెల్స్	Universidade da Califórnia em Los Angeles
